UniqueCount	AmbigCount
1	25
0	1
1	751
0	0
0	2
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	29
0	1
0	5
0	8
0	0
0	20
6	0
0	49
0	5
0	20
708	18
0	13
9	105
23	10
0	1
15	44
0	0
0	0
0	0
43	914
0	22
0	52
2	47
0	37
0	9
72	62
0	0
0	14
0	7
0	5
0	9
0	0
0	0
0	1
0	1
10	13
4	7
0	1
48	0
1	142
0	103
0	124
1	73
0	56
1	32
4	30
0	67
0	34
40	29
0	52
8	25
0	0
3	4
0	79
11	8
0	0
0	5
0	1
0	0
4	78
2	9
0	3
0	1
0	3
0	3
7	3
0	3
0	3
1	18
0	1
0	0
0	8
0	5
0	1
0	3
0	6
0	4
1	123
13	924
3	26058
0	0
0	572
1	0
340	1109
2	2708
0	0
0	0
164	885
76	51
0	0
1	0
0	20
0	26
0	13
0	13
0	17
0	7
2	40
4	15
0	9
1	9
0	13
0	7
0	13
0	13
0	15
0	62
2	45
10	6
0	24
9	24
0	3
0	0
0	0
0	0
0	12
0	12
0	6
0	6
0	0
0	6
4	16
2	28
7	28
0	0
16	2
0	2
0	0
123	29
0	5
0	157
0	167
54	300
76	270
1	555
62	89
0	266
0	308
26	17
1	185
0	310
4	189
0	283
5	9
0	149
0	156
1	17
1	157
0	205
1	198
0	172
3	41
3	111
0	135
0	148
0	190
0	232
0	229
0	263
0	150
0	155
0	167
0	176
0	46
0	189
0	257
0	158
1	42
0	6
0	168
0	43
0	136
5	12
0	0
1	0
21	15
7	8
1	5
0	1
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
288	2327
15	821
82	2155
0	0
20	559
22	24
58	27
17	3
7	24
3	0
32	64
1	50
6	65
0	1
1	24
0	0
0	0
0	0
0	0
3	0
0	3
0	3
8	3
0	0
0	58
0	27
51	58
0	0
1	0
0	388
0	350
0	335
0	373
0	2
0	19
0	15
0	1
0	6
7	98
0	3
0	9
0	9
0	6
0	9
0	9
0	9
2	9
0	9
0	3
0	6
0	0
0	0
26	1
5	113
1	99
0	121
0	122
22	85
0	113
6	117
0	10
4	68
0	43
0	35
0	39
0	12
0	8
0	1
0	9
0	5
3	4
4	0
14	2
0	0
0	0
0	0
0	0
0	0
2	1
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	1595
0	1402
0	1238
25	573
2	343
0	495
0	348
134	0
0	0
2	0
1	2
3	3
0	3
6	0
2	617
6	693
0	617
1	366
3	360
2	349
2	300
7	60
0	267
0	246
0	77
0	54
0	84
0	48
4	60
1	0
0	1
2	18
5	43
27	2
0	0
1	0
0	5
0	2
3	2
0	2
0	0
0	5
0	0
0	1
46	525
9	571
6	382
0	332
6	4
3	68
7	88
2	7
61	117
0	58
31	24
0	26
0	0
0	0
19	223
0	62
2	9
0	118
5	14
14	115
2	118
0	681
0	1199
0	1196
0	920
0	262
0	1023
0	1330
0	919
69	805
11	419
0	775
0	1178
1	924
0	744
0	1039
0	1040
0	251
2	137
1	63
1	819
0	153
0	234
0	236
10	135
0	211
0	359
0	12
1	85
0	392
3	238
0	190
0	310
0	250
0	243
0	1
2	2
0	125
1	361
3	210
27	130
4	166
0	139
0	89
0	103
0	61
2	83
0	4
0	2
5	2
0	0
4	0
3	61
165	85
9	28
7	0
27	1879
24	1819
1	277
0	396
18	132
2	90
21	134
0	0
0	141
0	197
0	213
0	142
5	209
0	47
0	27
0	41
0	0
0	0
10	1004
3	989
48	989
11	1009
16	56
1	14
1	0
0	1429
29	1773
7	1390
12	963
21	2823
2	1810
2	2200
0	2305
0	759
15	1092
3	241
8	273
1	288
19	317
0	632
26	40
2	162
5	9
9	104
5	247
0	246
3	246
0	257
0	235
0	254
0	223
0	223
0	233
0	6
0	223
0	240
0	243
0	73
194	742
2	331
35	517
14	13
10	416
0	144
0	4
20	13
1	183
3	193
4	211
0	60
21	35
2	0
0	0
0	1
7	0
0	1
1	1
0	728
9	2976
669	3703
8	156
16	65
1	0
4	2
39	831
0	530
300	803
3	116
119	455
98	287
2	2
1	2
0	0
4	958
30	718
0	882
2	789
5	898
6	21
1	103
1	133
2	0
0	0
253	1186
15	873
3	314
848	106
3	20
68	23
0	0
18	0
2	0
114	0
20	306
0	290
0	309
0	310
0	252
0	286
0	299
52	91
0	35
0	291
0	21
0	227
0	89
0	9
0	46
0	303
6	202
0	27
0	259
4	216
16	16
3	22
0	229
4	36
1	8
0	17
2	60
0	54
0	64
0	34
0	24
0	25
0	1
0	9
1	7
0	8
0	6
0	5
0	5
0	6
0	3
0	2
16	974
2	901
0	825
0	797
0	745
0	675
0	674
0	671
0	183
5	1
0	253
0	1941
0	1934
14	766
14	280
3	0
0	0
0	8
27	825
3	705
5	170
7	512
0	640
0	545
0	653
0	713
0	672
0	622
66	32
11	145
6	47
0	7
14	147
0	14
0	56
16	159
6	170
27	123
60	28
12	6
11	7
209	604
7	0
15	0
1	0
0	0
8	266
15	32
6	261
0	143
3	1666
9	1633
10	1411
4	759
5	5
2	242
2	133
0	79
14	206
5	63
3	65
0	139
22	337
8	268
12	254
16	148
0	0
1	3425
0	4011
0	4236
2	3617
0	3548
0	4070
0	3413
2	3292
0	4060
0	3544
2	1991
0	3628
0	4045
5	3972
0	3973
2	3850
0	3773
5	3202
0	3550
0	3043
10	3435
3	3362
0	2333
0	2055
62	546
17	1124
0	811
0	427
0	11
4	76
9	1
0	5
0	3
0	3
1	5
0	3
0	0
0	0
7	4
0	4
2	33
0	25
0	3
1	4
0	9
0	0
0	4
0	0
0	4
0	0
0	0
6	7
0	4
0	0
14	30
0	0
0	0
0	0
0	3
0	5
0	0
0	3
0	5
0	3
0	1
0	3
0	2
0	0
0	0
0	2
0	0
0	0
4	3
0	0
0	0
0	0
0	2
0	0
0	0
111	2517
1	249
7	13
0	23
0	23
0	18
7	2434
6	181
1	2231
0	366
0	564
3	402
1	564
66	512
9	565
9	643
0	450
1	289
4	192
0	283
0	16
0	2007
24	447
4	1453
36	1285
0	118
14	1
3	0
0	0
2	24
3	24
3	65
0	77
0	39
53	63
0	48
1	79
0	59
4	59
0	52
1	30
0	81
0	0
0	0
0	0
0	31
726	46
22	0
0	11
16	15
2	5
1	5
0	32
0	24
1	33
0	1
13	2
0	1
28	21
0	23
32	3
3	4
0	0
0	0
19	1
0	1
0	0
6	1406
0	195
16	1962
0	634
12	28
4	1255
3	558
117	967
0	294
2	474
0	516
0	390
0	390
1	78
0	21
0	10
1	9
3	3
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	0
1	0
8	421
0	338
1	250
1	52
6	13
6	3
3	4
0	20
6	113
17	28
11	0
0	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	4
0	4
0	0
0	0
0	2
0	4
0	4
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	14
0	14
0	14
0	14
0	2
0	13
0	0
0	0
0	0
0	0
0	14
0	0
0	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
37	146
0	146
0	146
0	28
2	4
0	10
23	79
0	0
0	22
0	27
1	26
0	0
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
28	233
0	233
38	247
20	247
47	12
4	119
0	45
0	22
0	8
0	90
0	85
1	25
0	16
0	14
0	10
0	14
0	14
0	7
0	7
0	7
0	9
0	15
0	6
0	2
0	8
0	1
0	0
0	0
0	90
0	15
0	220
0	253
0	280
8	513
5	208
0	3
0	310
0	5
0	341
0	378
1	420
0	398
0	169
0	233
0	275
1	263
0	285
1	346
0	224
0	39
0	93
0	12
0	288
0	269
3	35
0	257
1	7
0	0
1	0
0	0
0	0
0	17
1	13
0	17
6	7
1664	233
3	231
2	53
1	0
4	0
2	640
0	783
0	844
0	830
0	734
1	784
4	782
4	755
0	705
2	810
1	741
0	797
0	819
5	682
0	698
0	706
0	13
0	601
0	221
7	584
1	56
0	35
0	392
0	241
0	152
11	86
0	14
0	238
1	232
0	216
1	233
0	233
0	246
0	229
0	227
1	15
0	19
18	828
21	761
0	915
3	812
0	756
5	740
