Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	seq_bias_correct	gc_bias_correct	num_bias_bins	mapping_type	keep_duplicates	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_bootstraps	num_processed	num_mapped	num_decoy_fragments	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	call	start_time	end_time
EVT_1st_1087_S64_R1	1.9.0	none	vb	[]	1	['ISR']	1001	246.41941264583843	88.71192609261432	False	True	4096	mapping	False	251955	0	526811	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	42089583	31508946	0	8628278	4942386	97273783	74.86162550006732	quant	Thu Jan 11 18:50:03 2024	Thu Jan 11 18:56:04 2024
EVT_1st_1087_S64_quant	1.9.0	none	vb	[]	1	['ISR']	1001	246.481630860814	88.81038239587954	False	True	4096	mapping	False	251955	0	526625	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	42089583	31508946	0	8628278	4942386	97273783	74.86162550006732	quant	Wed Jan 17 01:21:30 2024	Wed Jan 17 01:29:10 2024
EVT_1st_1089_S69_R1	1.9.0	none	vb	[]	1	['ISR']	1001	246.02313429866857	92.04374820736223	False	True	4096	mapping	False	251955	0	526421	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	42006139	31858757	0	10484385	5205879	95817384	75.84309760056739	quant	Thu Jan 11 18:56:05 2024	Thu Jan 11 19:01:52 2024
EVT_1st_1089_S69_quant	1.9.0	none	vb	[]	1	['ISR']	1001	246.04884682666295	91.9429171558103	False	True	4096	mapping	False	251955	0	526626	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	42006139	31858757	0	10484385	5205879	95817384	75.84309760056739	quant	Wed Jan 17 01:29:12 2024	Wed Jan 17 01:36:46 2024
EVT_1st_1094_S38_R1	1.9.0	none	vb	[]	1	['ISR']	1001	242.8232852006031	90.08848407833904	False	True	4096	mapping	False	251955	0	511063	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	39477562	29118184	0	11028694	5686441	100498768	73.75882026352083	quant	Thu Jan 11 19:01:53 2024	Thu Jan 11 19:07:23 2024
EVT_1st_1094_S38_quant	1.9.0	none	vb	[]	1	['ISR']	1001	242.8230553706282	90.3613314944151	False	True	4096	mapping	False	251955	0	510954	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	39477562	29118185	0	11028694	5686441	100498768	73.75882279660533	quant	Wed Jan 17 01:36:47 2024	Wed Jan 17 01:44:02 2024
EVT_1st_1096_S70_R1	1.9.0	none	vb	[]	1	['ISR']	1001	246.77562852961768	91.64273317165546	False	True	4096	mapping	False	251955	0	603358	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	54370230	41379999	0	13677024	6885644	127135792	76.10782407946407	quant	Thu Jan 11 19:07:24 2024	Thu Jan 11 19:14:16 2024
EVT_1st_1096_S70_quant	1.9.0	none	vb	[]	1	['ISR']	1001	246.75613345395098	91.61137330568351	False	True	4096	mapping	False	251955	0	603845	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	54370230	41380001	0	13677024	6885644	127135792	76.10782775794769	quant	Wed Jan 17 01:44:03 2024	Wed Jan 17 01:53:07 2024
EVT_1st_1097_S54_R1	1.9.0	none	vb	[]	1	['ISR']	1001	243.84432415616317	89.50103702762641	False	True	4096	mapping	False	251955	0	582264	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	51182905	39077653	0	12415379	6073117	119641936	76.3490329437143	quant	Thu Jan 11 19:14:17 2024	Thu Jan 11 19:21:02 2024
EVT_1st_1097_S54_quant	1.9.0	none	vb	[]	1	['ISR']	1001	243.7785724218582	89.51547466306596	False	True	4096	mapping	False	251955	0	582151	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	51182905	39077657	0	12415379	6073117	119641936	76.34904075882368	quant	Wed Jan 17 01:53:08 2024	Wed Jan 17 02:01:50 2024
EVT_1st_1099_S73_R1	1.9.0	none	vb	[]	1	['ISR']	1001	239.3318813815225	72.62502961943159	False	True	4096	mapping	False	251955	0	765455	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	45347480	35041751	0	7189071	3916776	87754915	77.27386615529683	quant	Thu Jan 11 19:21:03 2024	Thu Jan 11 19:27:29 2024
EVT_1st_1099_S73_quant	1.9.0	none	vb	[]	1	['ISR']	1001	239.4129462311973	72.59641366946576	False	True	4096	mapping	False	251955	0	765589	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	45347480	35041751	0	7189071	3916776	87754915	77.27386615529683	quant	Wed Jan 17 02:01:52 2024	Wed Jan 17 02:10:15 2024
EVT_1st_951_S80_R1	1.9.0	none	vb	[]	1	['ISR']	1001	253.94183841967234	95.30801614670206	False	True	4096	mapping	False	251955	0	489389	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	44825641	34140943	0	9533760	5401066	102008175	76.16387013852184	quant	Thu Jan 11 19:27:31 2024	Thu Jan 11 19:33:08 2024
EVT_1st_951_S80_quant	1.9.0	none	vb	[]	1	['ISR']	1001	253.86020401089667	95.07413067180909	False	True	4096	mapping	False	251955	0	489133	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	44825641	34140943	0	9533760	5401066	102008175	76.16387013852184	quant	Wed Jan 17 02:10:17 2024	Wed Jan 17 02:18:02 2024
EVT_1st_970_S41_R1	1.9.0	none	vb	[]	1	['ISR']	1001	253.5849245729067	98.65360597766558	False	True	4096	mapping	False	251955	0	639297	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	63402214	45842138	0	14789287	8693891	174238705	72.30368642962532	quant	Thu Jan 11 19:33:08 2024	Thu Jan 11 19:41:44 2024
EVT_1st_970_S41_quant	1.9.0	none	vb	[]	1	['ISR']	1001	253.3963667787094	98.4678518872723	False	True	4096	mapping	False	251955	0	639413	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	63402214	45842157	0	14789287	8693891	174238705	72.30371639703309	quant	Wed Jan 17 02:18:03 2024	Wed Jan 17 02:29:18 2024
EVT_1st_977_S67_R1	1.9.0	none	vb	[]	1	['ISR']	1001	247.9574013943297	93.72462744855528	False	True	4096	mapping	False	251955	0	536046	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	42237856	33479399	0	8419323	4002520	89705889	79.26396406105461	quant	Thu Jan 11 19:41:45 2024	Thu Jan 11 19:47:39 2024
EVT_1st_977_S67_quant	1.9.0	none	vb	[]	1	['ISR']	1001	247.99595827860207	93.72052608291894	False	True	4096	mapping	False	251955	0	536081	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	170c7e69f391b4cfb69861ab118f08db89f9ef29192fbcb7b5d7a6b5f7f911f5	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	3b3f86753660ef6b94157f5dc0aad17e060448483611f957c2812378d8587f5d78c3cd02ad421e7e7566b7222d8e9b4e4dfa10421405b9aee43d699446122830	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	42237856	33479402	0	8419323	4002520	89705889	79.26397116368786	quant	Wed Jan 17 02:29:19 2024	Wed Jan 17 02:36:59 2024
salmon_quant_output_test	1.9.0	none	vb	[]	1	['ISR']	1001	249.8545893847797	91.66817726544184	False	True	4096	mapping	False	251955	0	596547	False	['range_factorized', 'gzipped']	[550, 775, 1403, 2654, 347561]	fd88296600b98e1333273e657145662fd489a41f40296d387ab4265db2dc0f1c	e3f718f453cd3a749c2862a2c0a86ab6baf50529a5b73bf9cbfb95df31847542	373e06811ade1419f3640c476fbb8fd1e75b4eae2e43c189fb2f9da3b6f011d44cbf5027d9e48337a60fd2d6ec1d016fa9f23fce4bc01bf60690e81577d4c3de	df3e5b8133dc55ad4af4a9faab6bf34a031d3b8284b8f7e19526088a033cce1ddda1ebef5731fe4b094842ed48536b0095739af8b4ced3fcfc897be0bdda5e23	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0	40694400	32637742	0	7410343	3657164	74198095	80.20204745616104	quant	Wed Jan 10 23:31:59 2024	Wed Jan 10 23:38:06 2024
