"logFC"	"logCPM"	"PValue"	"FDR"
"ENSG00000090487.10"	-1.3600426765412	6.21819363765408	6.46478874249916e-65	1.25395028259114e-63
"ENSG00000122218.14"	1.27860691992493	8.45732502169102	1.28626524101974e-64	2.49023846568156e-63
"ENSG00000103126.14"	2.16356986277601	6.4279059191657	1.31599673954028e-64	2.54302815642624e-63
"ENSG00000125945.14"	-1.60920892562356	4.91259769004743	1.40227441604376e-64	2.7046859250758e-63
"ENSG00000147010.17"	2.14931573120945	5.49823352303763	2.1101795780459e-64	4.06248937795815e-63
"ENSG00000155366.16"	1.5238955349205	6.5885172357772	2.18087855014429e-64	4.19077947093836e-63
"ENSG00000156711.16"	-2.57991131913043	4.374782266735	2.2102765954433e-64	4.23937624319321e-63
"ENSG00000137207.11"	1.09102254986931	6.56260707628901	2.2165259149392e-64	4.24347512360994e-63
"ENSG00000086300.15"	2.03628895119044	5.25021288375967	3.92508948120701e-64	7.50055525121761e-63
"ENSG00000004478.7"	-1.57374383432562	7.15278182802837	5.89804487320256e-64	1.12498937239514e-62
"ENSG00000100784.10"	-2.28235908508181	5.41088203727549	5.96050134445364e-64	1.13480467478629e-62
"ENSG00000003436.15"	3.90142753986257	10.259826326242	6.51496649540371e-64	1.23808359606024e-62
"ENSG00000197712.11"	5.36321340968296	6.03864107757065	1.0558824055989e-63	2.00287693812042e-62
"ENSG00000108854.15"	-1.5686615349971	4.94925422689912	1.12276159615495e-63	2.12583062582073e-62
"ENSG00000100979.14"	4.82232338788239	6.6627222924176	1.1294622499059e-63	2.13460090783499e-62
"ENSG00000105483.17"	-1.6791095099898	5.13441791497396	1.18691454836817e-63	2.23908066263457e-62
"ENSG00000169122.11"	3.11664525283465	3.34653817975933	1.40467965680534e-63	2.64505280630917e-62
"ENSG00000118705.16"	1.4699597763745	9.51616382327318	1.4745610096536e-63	2.77158379938351e-62
"ENSG00000117479.12"	-3.33564637116868	6.82602423559146	1.50049426760467e-63	2.81520006316593e-62
"ENSG00000072134.15"	1.119908048465	6.56661360506707	1.64169470899053e-63	3.07452771362492e-62
"ENSG00000052344.15"	2.94611957759943	8.14572786678072	2.15740103192944e-63	4.03301109573911e-62
"ENSG00000150403.17"	1.77805325088904	5.99321801490831	2.33894691973627e-63	4.36448341134875e-62
"ENSG00000196975.15"	2.62783828647259	7.37816921563374	3.44300505270558e-63	6.41306302145648e-62
"ENSG00000167642.12"	-1.96382591772206	7.33032173785992	4.51497468335032e-63	8.39459887522377e-62
"ENSG00000058063.15"	-2.93571545025967	6.47895318466004	4.56188350344249e-63	8.46656040863724e-62
"ENSG00000137936.16"	1.87264796635697	6.9334611717465	5.3527993650282e-63	9.91661340174614e-62
"ENSG00000203880.11"	-1.74353059655703	5.97542226497283	5.3978312701365e-63	9.98211843665564e-62
"ENSG00000131626.16"	-1.18013577948844	6.71739017676276	5.57840824073343e-63	1.02976019027063e-61
"ENSG00000132274.15"	3.80558884893152	4.36299280394179	6.49571242098376e-63	1.19695100843092e-61
"ENSG00000186866.16"	1.72705759498882	4.98147364163129	9.44704720711154e-63	1.73768413779294e-61
"ENSG00000113282.13"	1.21752206885779	7.2917318988691	9.74564413885308e-63	1.7894181827193e-61
"ENSG00000088756.12"	-2.81099414701468	5.42342067820564	9.87525618974485e-63	1.80999589026602e-61
"ENSG00000142197.12"	2.48150578425428	6.15252839383327	1.00282299473544e-62	1.83477490827571e-61
"ENSG00000171680.21"	4.07636003342442	6.04990567754803	1.02683843717421e-62	1.87538864304437e-61
"ENSG00000103479.15"	1.96820951040695	5.79566413738105	1.06604518499348e-62	1.94355481695189e-61
"ENSG00000172830.12"	1.77941803835884	4.93675210994405	1.09995323262821e-62	2.00183728527169e-61
"ENSG00000174718.11"	-1.95855428893816	5.28927826866306	1.24260770675431e-62	2.25747692359114e-61
"ENSG00000188157.14"	2.54888952825067	5.65807711813943	1.35282293025258e-62	2.45338836858986e-61
"ENSG00000185507.19"	2.28249900232263	4.28672069730419	1.68808396687437e-62	3.05602429020642e-61
"ENSG00000080503.22"	-1.62078900706676	8.59625094085023	1.90184864048418e-62	3.43698355887149e-61
"ENSG00000196814.14"	-2.70372283459344	5.03243340133664	2.24029064949618e-62	4.04153133079565e-61
"ENSG00000105497.7"	-1.97286657059959	4.45217046164061	2.43538848135574e-62	4.38582438727921e-61
"ENSG00000144711.13"	2.60637966106869	6.88079683984114	2.74664811557595e-62	4.93774597641607e-61
"ENSG00000160293.16"	3.22235761781954	6.12051997146285	2.84555718226091e-62	5.10666166326093e-61
"ENSG00000149532.15"	-1.1167573821806	6.00586076615426	3.07618488376071e-62	5.51096385686228e-61
"ENSG00000174469.19"	-4.87495245588988	5.3240354830157	3.31626273819448e-62	5.93076519851453e-61
"ENSG00000197702.11"	1.71905149477711	6.7673440264273	3.48004199390575e-62	6.21289850088467e-61
"ENSG00000105438.8"	1.44019174562902	7.42537122547962	3.76301110466109e-62	6.70647868549185e-61
"ENSG00000166888.11"	3.54694529185803	5.93747139543198	4.0622720695218e-62	7.22734232506817e-61
"ENSG00000133106.14"	5.29741419612157	5.6140365064662	4.21205850667712e-62	7.48093489335648e-61
"ENSG00000117298.14"	2.22244070696673	7.03887467248835	4.74210396682203e-62	8.4078644044049e-61
"ENSG00000112379.8"	-3.26394181517631	5.79569119902102	5.13408015517808e-62	9.08723381154075e-61
"ENSG00000160145.15"	-2.73381065014621	4.23644062777786	6.89018686657319e-62	1.21746298418097e-60
"ENSG00000005022.5"	-1.72108004720894	7.52130651523676	6.93198671779471e-62	1.22275505881921e-60
"ENSG00000110395.6"	1.5133309875001	6.47709893159039	8.30344577049175e-62	1.46217161955127e-60
"ENSG00000013563.13"	3.22510468118013	4.58596406816815	1.0119629662453e-61	1.778951592621e-60
"ENSG00000158158.11"	-1.99889930432939	5.12662630332382	1.26974971191375e-61	2.2283243668772e-60
"ENSG00000101782.14"	1.23759287292955	7.08102403911381	1.29449965861123e-61	2.26790186370276e-60
"ENSG00000197746.13"	1.5261406842358	11.0837168102072	1.47068167378387e-61	2.57219732063995e-60
"ENSG00000148841.15"	1.84295749703296	6.04912692619208	1.85032268546968e-61	3.23070724050113e-60
"ENSG00000074416.13"	1.85925697138002	7.01514867009606	2.02010754812005e-61	3.52119759950183e-60
"ENSG00000088682.13"	-1.52387467117385	4.72994612033152	2.36445202496099e-61	4.11446550515556e-60
"ENSG00000139737.21"	-4.30055383327249	2.21326316415186	2.48262849606902e-61	4.3128355978007e-60
"ENSG00000160216.18"	-3.60318725517666	5.14329636178271	3.13862396532493e-61	5.43769031176318e-60
"ENSG00000197121.14"	-2.10752441384391	6.17440232825181	3.14067586569518e-61	5.43769031176318e-60
"ENSG00000185896.10"	1.11990264962469	7.79456828130344	3.29406393660067e-61	5.69370950783623e-60
"ENSG00000135002.11"	2.24792546047183	6.78798640598992	4.59945934835505e-61	7.93675936716986e-60
"ENSG00000183734.4"	3.98256165994347	6.49050344184724	5.29177954271617e-61	9.1161724709997e-60
"ENSG00000197892.12"	-2.66214135465958	5.01130588090667	7.16388422641435e-61	1.23206868887283e-59
"ENSG00000173821.19"	1.46141368520188	7.9218346530129	7.18983197772509e-61	1.23447381328029e-59
"ENSG00000132600.16"	-1.9996351428963	4.92454942740363	8.52412779131761e-61	1.461137453133e-59
"ENSG00000151276.23"	-3.7832835781582	5.24310782194568	1.01456887540321e-60	1.73620832923479e-59
"ENSG00000033867.16"	2.77543926383137	7.48605939151218	1.05255148522904e-60	1.7982249629269e-59
"ENSG00000173517.10"	-1.92171737926162	3.7646306617929	1.1139486726203e-60	1.89997295087089e-59
"ENSG00000160710.15"	1.11391329402727	8.57434658489873	1.26426217149591e-60	2.1527923015951e-59
"ENSG00000185187.12"	-2.83927253549107	2.65587068209092	1.38949123580669e-60	2.36213510087137e-59
"ENSG00000181789.14"	1.18739163599669	8.15949783359759	1.55969009447258e-60	2.64711218501029e-59
"ENSG00000100228.12"	-3.18915922773909	3.05864603900826	1.81477000539178e-60	3.07497728828207e-59
"ENSG00000068650.18"	3.384546979663	7.03663390663302	2.86235947592552e-60	4.84207990689761e-59
"ENSG00000185624.14"	1.4778819801965	10.24589122827	2.92549041483103e-60	4.94077505575145e-59
"ENSG00000116337.15"	1.58800327483224	5.49960998673024	2.96620940792527e-60	5.0013586405851e-59
"ENSG00000181467.4"	1.59603022739931	6.29529387673741	3.49984159245068e-60	5.89149517006502e-59
"ENSG00000173548.8"	1.40099860873208	4.88690463425502	3.82200316069989e-60	6.42333071909807e-59
"ENSG00000136883.13"	5.53958145157298	4.73565939076722	3.87298015944195e-60	6.49841988053357e-59
"ENSG00000143882.10"	-3.11248468859784	6.74055134990372	3.92385108223514e-60	6.5730875515559e-59
"ENSG00000241484.9"	-4.51916801396508	2.10005195662759	4.0560295119236e-60	6.78349571046024e-59
"ENSG00000168282.5"	1.46079129006196	5.46928035631526	9.49965952359864e-60	1.58619719456334e-58
"ENSG00000168610.14"	1.65452176209563	7.05546359275125	9.78914191462532e-60	1.63189265617155e-58
"ENSG00000176715.15"	-2.25200682348915	3.58367044036771	1.16914603378993e-59	1.94587385849649e-58
"ENSG00000104331.8"	1.44319477193218	7.42408291114189	1.18521574630565e-59	1.96944304124444e-58
"ENSG00000135596.17"	3.01564737171209	5.33612049247679	1.29661988278927e-59	2.15109655474316e-58
"ENSG00000138185.18"	3.33188203374653	3.56669815163799	1.39062261436809e-59	2.30334426286747e-58
"ENSG00000091436.16"	-1.63491873354868	6.05561847905953	1.43400507146187e-59	2.37139396352806e-58
"ENSG00000101670.11"	2.99432311977997	8.16177384285883	1.43737241931925e-59	2.37315935919285e-58
"ENSG00000055917.15"	-1.1125294119249	6.96801283562872	1.52713891378056e-59	2.51733968870632e-58
"ENSG00000130147.15"	1.48638596264665	7.48230423224881	1.65888448127284e-59	2.73014815984919e-58
"ENSG00000169689.14"	1.50438644239153	5.33130300151772	1.95755655356368e-59	3.21656466181904e-58
"ENSG00000008952.16"	0.969345523001041	6.61127803246044	2.07569013863434e-59	3.40525382202986e-58
"ENSG00000167778.8"	1.76812876292724	4.44463232021533	2.10379016334941e-59	3.4458747135877e-58
"ENSG00000115486.11"	1.20633824752595	6.51221274766912	2.19827586496637e-59	3.5949300555607e-58
"ENSG00000197406.7"	-5.87820491815866	2.83692763738845	2.64381263531743e-59	4.31669344681022e-58
"ENSG00000146386.7"	2.2102231209802	5.07300202764495	3.12143093247575e-59	5.08847484869151e-58
"ENSG00000134369.15"	2.45408438387687	7.6423267357883	3.3079128131983e-59	5.3839672428065e-58
"ENSG00000134802.17"	5.90442826116733	2.33484226821098	3.72172383326746e-59	6.04794775361999e-58
"ENSG00000168461.12"	-2.39195758797397	6.699737201644	3.89752100437114e-59	6.32366654781537e-58
"ENSG00000157064.10"	3.11064667923958	4.47529652229241	4.10926781158658e-59	6.65675581597518e-58
"ENSG00000154127.9"	1.75280334023044	8.09453537910111	4.56192208422937e-59	7.37844419861488e-58
"ENSG00000196116.7"	2.33075685749412	3.61775458976363	5.1548000584766e-59	8.32431640116119e-58
"ENSG00000134873.9"	-3.32258608270222	2.70612807468634	5.38942745980064e-59	8.68960968088794e-58
"ENSG00000083937.8"	1.25908255117297	6.45850018006958	5.93477506751323e-59	9.55396941055679e-58
"ENSG00000176438.12"	3.70507122220501	6.5810209448714	6.98079805203088e-59	1.12203824141599e-57
"ENSG00000122884.12"	2.18495406226099	7.22039022560041	7.12237857828625e-59	1.14301437868329e-57
"ENSG00000237499.6"	2.456782668902	3.44870430386538	8.01672834818646e-59	1.28454378610149e-57
"ENSG00000155269.11"	4.55353892453456	6.4984781085599	8.42009081297884e-59	1.347083986033e-57
"ENSG00000135919.12"	5.9013169598004	9.97712989703382	8.47307009672509e-59	1.3534614601874e-57
"ENSG00000151348.13"	1.23077098057182	6.78948234544855	1.18749237741973e-58	1.89393104213202e-57
"ENSG00000161243.8"	-3.23101212187088	3.49105835760344	1.84305613462173e-58	2.93495312548791e-57
"ENSG00000119314.15"	1.57516398572772	8.86650643359714	2.18105535123598e-58	3.46784440206535e-57
"ENSG00000162378.12"	-1.24647295169606	6.65034108558108	2.34220336713494e-58	3.7183379300716e-57
"ENSG00000135090.13"	1.74085440004375	5.92079118649994	2.68860396683101e-58	4.26170573482784e-57
"ENSG00000196968.10"	1.54133748035048	5.53105781113571	3.66783226446434e-58	5.8049633645717e-57
"ENSG00000138756.17"	2.01688341121217	6.29306842120894	3.95870284648218e-58	6.25572047057422e-57
"ENSG00000102755.11"	4.50609043151366	11.6703579940725	4.84790711399279e-58	7.6491672032556e-57
"ENSG00000105137.12"	2.93148259745877	7.39310690359516	5.54577993014813e-58	8.73693177087001e-57
"ENSG00000110324.10"	4.55618245520122	7.48854986151501	5.89771299928037e-58	9.27721043286191e-57
"ENSG00000181788.3"	-2.82945271858953	6.49095997342249	6.11742959544565e-58	9.60818203887422e-57
"ENSG00000161091.12"	2.3269709480142	6.79774716744249	6.55030490827961e-58	1.02724310560087e-56
"ENSG00000090104.11"	8.34275911923732	3.3424071371016	6.61622768545671e-58	1.03600688142986e-56
"ENSG00000146674.14"	5.52285086077175	11.2328713444591	6.86421560891958e-58	1.0732097101279e-56
"ENSG00000165886.4"	3.12736875285003	2.48770238139778	6.91235396661294e-58	1.07910106779847e-56
"ENSG00000158301.18"	-2.78338920940533	2.97720469646995	6.99123075589324e-58	1.08976601465351e-56
"ENSG00000104774.12"	1.44857682672984	5.59439633312344	8.55223389442613e-58	1.33107845485043e-56
"ENSG00000133740.10"	-3.73211444750629	3.3374358515601	1.03509815646931e-57	1.608611125995e-56
"ENSG00000175029.16"	1.44119161199296	6.26231604515476	1.10281800517922e-57	1.71127503690894e-56
"ENSG00000124831.18"	1.75731507137507	7.42533964054506	1.16908337223845e-57	1.81137707479407e-56
"ENSG00000019582.14"	5.31981119731809	5.02179715540286	1.2017582755139e-57	1.8592119407838e-56
"ENSG00000105771.13"	-1.54526588831493	5.10800470486674	1.44576780554565e-57	2.23336496787807e-56
"ENSG00000145860.11"	2.19661659636296	3.979104767693	1.58538023675669e-57	2.44537199747269e-56
"ENSG00000153823.18"	5.07991239930932	5.35994138384002	1.77874251700891e-57	2.73952896015149e-56
"ENSG00000180447.6"	-3.69446963620742	3.5849130360362	1.93127215048903e-57	2.97001450385935e-56
"ENSG00000102471.13"	1.1284488073415	7.01089558884105	2.21688673013112e-57	3.40417472741415e-56
"ENSG00000170876.7"	1.59515234136356	6.74217373975999	2.40659605666315e-57	3.68999475612289e-56
"ENSG00000109220.10"	1.53077478694648	4.36649558278554	2.42159643068508e-57	3.70748569261711e-56
"ENSG00000133816.13"	2.66956736054593	6.96875124299627	2.50908930218052e-57	3.83574703840012e-56
"ENSG00000106780.8"	2.19963046740277	3.74430387353983	2.90253876388086e-57	4.43066531131458e-56
"ENSG00000196743.8"	1.89495095852267	9.49524005080644	3.53922533996149e-57	5.39457404476553e-56
"ENSG00000183696.13"	3.40481877484308	6.47094611334186	3.70689632658215e-57	5.64180873067865e-56
"ENSG00000119522.16"	1.46847991991455	6.23874981110027	3.76306958202193e-57	5.71886819099916e-56
"ENSG00000156675.15"	-2.62698014395669	6.67847385768933	4.01759021779006e-57	6.09669315549641e-56
"ENSG00000183943.5"	-3.26034292864624	5.4929363804978	4.24394885334577e-57	6.43073542109766e-56
"ENSG00000139278.9"	5.60540628814181	8.21102793230814	4.35915714457787e-57	6.59562207843094e-56
"ENSG00000176148.15"	2.58716815436907	5.28626398977194	4.55391675365842e-57	6.88021478491965e-56
"ENSG00000102879.15"	3.5447556994037	3.17007506803143	5.69263059032579e-57	8.58804898560992e-56
"ENSG00000152104.11"	-1.6797062746381	7.41197226689362	5.96745803386211e-57	8.98951816809097e-56
"ENSG00000097007.17"	-1.99043068737238	6.62825800651417	9.87811642364881e-57	1.48589334366811e-55
"ENSG00000143641.9"	3.97399667123314	8.18577676126224	1.05019533580616e-56	1.57743313976474e-55
"ENSG00000207652.1"	3.41824752490849	3.9537162584671	1.33644063291528e-56	2.00446669928093e-55
"ENSG00000139597.17"	-3.30267791327125	2.36661594538854	2.14817567670128e-56	3.21727500840066e-55
"ENSG00000196937.10"	1.94957968662295	6.74754543374243	2.20022192928514e-56	3.2904478388831e-55
"ENSG00000081913.13"	-1.19415240453745	6.0970769180383	2.29564848504548e-56	3.42819055241451e-55
"ENSG00000159363.17"	2.29374307026999	5.86026671391506	2.3086987369028e-56	3.442696859263e-55
"ENSG00000161714.11"	2.99039200092716	5.5555146295043	2.32133275312948e-56	3.45654151219958e-55
"ENSG00000103067.13"	-3.27620652540138	5.70368182329668	3.76928634069562e-56	5.60450515124468e-55
"ENSG00000107819.13"	4.41941544561814	5.97839779706002	4.01656011743421e-56	5.96358041033146e-55
"ENSG00000135678.11"	2.76150157289587	7.43942862539185	4.27038351594808e-56	6.33133441107303e-55
"ENSG00000136810.12"	1.31647955550829	6.62296523992731	4.43377552614567e-56	6.56415059602542e-55
"ENSG00000092969.11"	7.26238925928506	6.02568089808061	4.77070791895499e-56	7.05285601944077e-55
"ENSG00000143799.12"	-2.38188295257756	8.31418980290542	4.80706762445002e-56	7.09644217692414e-55
"ENSG00000132781.17"	-1.91309779616378	4.41115415303598	6.67320732891801e-56	9.83726091815785e-55
"ENSG00000166908.17"	1.10781769833679	5.13893571190402	7.07066232897626e-56	1.04082973712847e-54
"ENSG00000107438.8"	-2.47195505782269	6.08791527566913	7.37221281043497e-56	1.08367327622334e-54
"ENSG00000146433.8"	1.2409323992837	5.97528417846189	7.48644517741886e-56	1.0988993995133e-54
"ENSG00000177054.13"	1.29673320586495	4.65788708796373	7.85898923628819e-56	1.15194474331332e-54
"ENSG00000189067.12"	3.22788274199408	7.6026347850242	8.98673399412283e-56	1.3153774196504e-54
"ENSG00000130382.8"	-3.03242373048265	7.72113866322314	1.16069993092839e-55	1.69649611717423e-54
"ENSG00000104964.14"	2.54609886039548	7.98616534993403	1.29797821284465e-55	1.89446070415048e-54
"ENSG00000129128.12"	1.33491077861709	7.61211394656638	1.74756814331502e-55	2.54705588571578e-54
"ENSG00000113140.10"	3.9265978612174	10.0630253577954	1.85194716762189e-55	2.6953798057391e-54
"ENSG00000101974.14"	2.42539814130855	5.96240374744772	1.88447186927749e-55	2.73885425620767e-54
"ENSG00000185215.8"	5.13183528215702	8.46126606711619	1.93235776418798e-55	2.80450067069701e-54
"ENSG00000151151.5"	1.42038218726865	6.86856900762639	1.93801509743676e-55	2.80876092562499e-54
"ENSG00000236304.1"	6.47012464689167	3.38383933158899	1.98512724932333e-55	2.87300534162236e-54
"ENSG00000100600.14"	2.16194177939401	6.99451928995706	2.33710430602611e-55	3.37767217561393e-54
"ENSG00000182718.16"	1.20460554500679	10.1713768059224	2.36445990964204e-55	3.41242822483864e-54
"ENSG00000154122.12"	-3.86592623306975	5.9172567021271	2.42559027556534e-55	3.4957634153015e-54
"ENSG00000221968.8"	1.92372035689197	6.97735892591786	2.71544325601045e-55	3.90804169578408e-54
"ENSG00000197457.9"	-4.23275646396063	3.98673793769995	2.73009535184534e-55	3.92365653700447e-54
"ENSG00000109466.13"	1.71513554890783	4.86784758645172	2.86278379234215e-55	4.10863226052555e-54
"ENSG00000015133.18"	-2.79995783368599	3.3787123627156	2.91627971433559e-55	4.1795958850318e-54
"ENSG00000141526.16"	2.85586337345354	8.64243242784301	3.06343257853036e-55	4.38440510095074e-54
"ENSG00000152778.8"	2.35341005661309	4.35656580559534	3.29256578412543e-55	4.70581528066347e-54
"ENSG00000100034.13"	-1.22230005781504	5.91516308057146	3.32214373805427e-55	4.74152160898783e-54
"ENSG00000198399.14"	1.29118707421759	6.53974397444488	3.4894872187409e-55	4.9734832334513e-54
"ENSG00000240303.7"	-2.28053807402728	2.87850333489789	4.19080444915432e-55	5.96481532563081e-54
"ENSG00000182253.14"	-3.21991743680288	3.12258045708232	4.8184127911914e-55	6.84865035706668e-54
"ENSG00000135540.11"	-2.07723062342421	4.86368374369376	5.01082396436591e-55	7.11233734364399e-54
"ENSG00000012983.11"	1.16610058930977	5.94243415471748	6.10091771033194e-55	8.64771563913672e-54
"ENSG00000132613.14"	2.85888501122948	7.73864560178265	7.0673353243193e-55	1.00038179988547e-53
"ENSG00000096433.10"	4.89353381027606	6.46620339718021	7.34662692269429e-55	1.03849100294907e-53
"ENSG00000125731.12"	2.01040512359908	5.88041261880384	7.4376339558042e-55	1.0499171653891e-53
"ENSG00000154380.17"	-2.41594462461028	6.89495523961842	7.7948897062664e-55	1.09884517594212e-53
"ENSG00000167074.14"	-2.44665784293618	3.60980862221488	8.27949963171453e-55	1.16556830422459e-53
"ENSG00000089723.9"	-3.1904772589277	4.4559649568498	9.02637531438125e-55	1.26898047505586e-53
"ENSG00000076248.10"	-1.86536753639125	5.65384598137441	1.42923664441337e-54	2.00657046717028e-53
"ENSG00000136153.19"	-1.7641318434583	6.17782361204577	1.74330539185557e-54	2.44418048078229e-53
"ENSG00000086232.12"	-1.10315488997273	7.34077209900425	1.93358907744243e-54	2.70728706786003e-53
"ENSG00000049192.14"	-2.17952555854409	4.43213660279394	2.36170682185592e-54	3.3022293624297e-53
"ENSG00000137575.11"	1.79418743513873	8.35793909164078	2.4344540387045e-54	3.39934116717074e-53
"ENSG00000144868.13"	3.26835512137156	3.30462706981242	2.54483561705427e-54	3.54867009897068e-53
"ENSG00000136295.14"	3.52392339825257	6.26618359795527	2.66705574472805e-54	3.71408208230077e-53
"ENSG00000115825.9"	2.47545092699934	6.69816147877349	3.40644867837245e-54	4.73735093155327e-53
"ENSG00000121057.12"	-1.46117951824566	5.52246323065263	4.13984707750462e-54	5.74953997210904e-53
"ENSG00000123892.11"	-4.12008704841706	4.4611801711782	5.26946015300234e-54	7.30854291919774e-53
"ENSG00000179520.10"	6.49302299563875	4.43534103122415	5.30238171325929e-54	7.34433246968089e-53
"ENSG00000157510.13"	1.93070495947473	6.98612662287237	5.33995613610241e-54	7.38646211373201e-53
"ENSG00000105655.18"	-3.07608135432621	7.62910304798922	5.93851983323007e-54	8.20342518863468e-53
"ENSG00000127249.14"	-4.44746966578184	2.70748366450662	6.35138048380749e-54	8.76201807652533e-53
"ENSG00000171492.14"	1.55681746226447	4.88777805009567	7.14745354824954e-54	9.84707251860974e-53
"ENSG00000137266.14"	-4.04027499981077	5.40579070113303	7.61158420039187e-54	1.04725249818458e-52
"ENSG00000106617.13"	3.5292140037581	5.51455818222288	8.6109853766209e-54	1.1831792024148e-52
"ENSG00000117266.15"	-2.17871557411196	3.1620688994281	8.85191290086417e-54	1.21466608010661e-52
"ENSG00000151474.21"	1.26820053737513	6.54592241736989	9.64410181454126e-54	1.32161336818395e-52
"ENSG00000223459.5"	-2.79816926315671	4.92411177488464	1.02331279154672e-53	1.40047277134888e-52
"ENSG00000040608.13"	5.43359191063304	3.55155968415207	1.03210132280649e-53	1.41062960927684e-52
"ENSG00000187600.12"	-2.72162561541966	2.34848169377646	1.03947340850311e-53	1.41882620401371e-52
"ENSG00000137486.16"	-3.67668201385162	4.8847209572062	1.1713130314937e-53	1.59666831862398e-52
"ENSG00000183323.12"	-2.09833980618222	5.55819847940584	1.31781763206533e-53	1.79400529621137e-52
"ENSG00000112893.9"	1.82950293966016	8.73464097828115	1.35761799085559e-53	1.84575231194188e-52
"ENSG00000116691.10"	1.77519133854767	5.50652909694403	1.43682262606869e-53	1.95086482610563e-52
"ENSG00000111348.8"	3.0918104486487	8.10320567502375	1.46570510529996e-53	1.98746530638505e-52
"ENSG00000141582.14"	-2.68367853640732	5.68194870097717	1.55966556618215e-53	2.11209829100178e-52
"ENSG00000121966.6"	5.01107789570358	2.86990894075753	1.91183853999115e-53	2.58561754838383e-52
"ENSG00000144648.15"	1.55976751540912	6.57172148734431	1.97425163163252e-53	2.66653175220105e-52
"ENSG00000109586.11"	4.64273980384216	4.76907727922683	2.19252877796258e-53	2.95747770716285e-52
"ENSG00000198908.11"	-2.19188099376978	3.15286567361062	2.23477910977565e-53	3.01053337255547e-52
"ENSG00000163466.15"	1.16403579295782	8.74801501156032	2.31496631662425e-53	3.11448988542968e-52
"ENSG00000150787.7"	1.83050908457357	4.41144436282407	2.33332835306711e-53	3.13510615563796e-52
"ENSG00000177885.13"	1.71953592068428	8.38513345181953	2.4417180086065e-53	3.27647439932517e-52
"ENSG00000184384.13"	1.1247293280969	6.30998746410109	2.602151327551e-53	3.4872207206492e-52
"ENSG00000153982.10"	4.19505495029005	3.43501661436408	2.61367623186281e-53	3.49812257283947e-52
"ENSG00000146416.17"	-3.97428330071698	4.09702112893561	2.74144142397714e-53	3.66436969611659e-52
"ENSG00000198832.10"	4.49614700613599	4.42743387563712	2.96996720976875e-53	3.96469490784007e-52
"ENSG00000113732.8"	1.26739975147967	6.77721421176224	3.62926289596641e-53	4.8385482976069e-52
"ENSG00000103496.14"	1.63794993914746	4.09312680362639	3.82783365110867e-53	5.09669876719876e-52
"ENSG00000064687.12"	1.97897890988591	5.14891841108077	5.16991015083292e-53	6.87478129464496e-52
"ENSG00000118503.14"	2.74779576817557	9.39120913763872	5.56022077114209e-53	7.38428804857339e-52
"ENSG00000279970.1"	4.1709531128803	2.47677972446742	6.04184014032325e-53	8.01359234035933e-52
"ENSG00000073792.15"	4.5219608660196	4.31105475275378	6.11321104548116e-53	8.09784656974584e-52
"ENSG00000125304.8"	1.26453544462391	8.19177027476205	6.5086818813473e-53	8.61065235046446e-52
"ENSG00000080200.9"	2.93953254101968	6.79418474906153	6.57175212137352e-53	8.68295904487239e-52
"ENSG00000112773.15"	1.43727095378508	7.34659323373048	6.60010819379645e-53	8.70927320355314e-52
"ENSG00000182263.13"	-2.02025609276298	4.51688892836586	8.03562836370158e-53	1.05899934974504e-51
"ENSG00000170836.11"	-1.17609865013958	4.72528862739561	1.00271536907727e-52	1.31977294560055e-51
"ENSG00000111897.6"	1.1069762527953	7.89061754093517	1.01409070229353e-52	1.33304483528241e-51
"ENSG00000050628.20"	5.5769955711623	3.81410347221253	1.07279933255827e-52	1.40842446726066e-51
"ENSG00000104518.10"	1.94854962308315	6.33706563275443	1.13092819530671e-52	1.48285235671791e-51
"ENSG00000158062.20"	1.9520734159116	4.97681299447441	1.34047112214979e-52	1.75537074993194e-51
"ENSG00000174695.9"	1.25890280686191	7.39330526147986	1.34578394019849e-52	1.76009435727607e-51
"ENSG00000146802.12"	-1.60226777783437	5.61422544246556	1.36749724280411e-52	1.78622836056906e-51
"ENSG00000141448.8"	4.07500689031634	3.32386625819378	1.63902632107843e-52	2.13819375565213e-51
"ENSG00000165030.3"	1.50714338856016	6.62863952056408	1.90066278539305e-52	2.4763812225342e-51
"ENSG00000079385.21"	4.03266772759338	3.35349818619994	2.0053473508495e-52	2.60948036739167e-51
"ENSG00000145287.10"	5.0314343881831	7.07379785152136	2.02717403459951e-52	2.63456031020559e-51
"ENSG00000100077.14"	2.54014768886683	7.03451367886343	2.6028476624103e-52	3.3784635255864e-51
"ENSG00000105928.13"	-1.12742484183086	6.55443813691477	2.86774750634424e-52	3.71762393441787e-51
"ENSG00000106080.10"	1.45711871291701	5.59629914106983	4.35927493263938e-52	5.64408507276108e-51
"ENSG00000148848.14"	4.72999443259072	10.8450578436585	4.69125153653149e-52	6.06629381020908e-51
"ENSG00000151208.16"	-1.95326917375101	9.13686083076266	4.79690691474609e-52	6.19515424946995e-51
"ENSG00000131446.16"	1.49615470712913	8.06220244012753	4.95552670087549e-52	6.39201000329178e-51
"ENSG00000270629.5"	3.18649078740839	3.97103643636904	5.42123934646345e-52	6.98399111312814e-51
"ENSG00000099953.9"	5.79737005575445	6.17004131274423	5.5967812382424e-52	7.20114533633707e-51
"ENSG00000101199.12"	1.4361221465532	6.81402870548114	5.89866671566198e-52	7.58011729002689e-51
