UniqueCount	AmbigCount
2	51
0	2
2	1140
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	25
0	2
8	19
0	2
0	0
0	15
15	0
0	106
0	4
0	21
723	23
0	24
10	180
8	8
0	1
10	18
0	0
0	0
0	0
49	1245
0	71
0	86
1	91
0	72
0	49
78	47
0	0
0	14
0	1
0	1
1	4
0	1
0	3
0	2
0	0
6	12
7	11
0	2
38	0
0	150
0	64
1	133
3	81
0	88
2	54
3	49
1	106
0	61
43	37
0	79
12	22
6	0
9	4
0	102
8	8
0	0
0	9
0	0
0	0
14	144
2	19
0	1
0	2
0	10
0	10
5	0
0	9
0	7
3	24
0	0
0	5
0	22
0	6
0	1
0	4
0	1
0	0
1	161
12	1371
4	30683
0	0
0	492
0	0
574	1786
0	2375
0	0
0	0
207	1107
54	43
0	0
0	0
0	39
0	22
0	11
0	11
0	12
0	11
0	25
8	17
0	10
0	9
0	10
0	9
0	9
0	9
0	12
0	44
1	46
9	2
0	10
9	10
0	0
0	0
1	0
0	2
0	2
0	6
0	2
0	2
0	2
0	2
3	8
3	21
8	21
0	0
11	6
0	6
0	0
84	10
0	0
0	200
0	218
115	417
44	173
4	582
70	75
0	360
0	454
25	27
0	246
0	452
3	254
0	381
9	10
0	192
0	202
1	27
0	223
0	253
0	262
1	222
3	38
6	132
4	178
0	186
2	255
0	335
0	326
0	388
0	210
0	194
0	223
0	225
0	48
0	255
0	374
0	216
0	45
0	6
0	128
0	38
0	178
11	11
0	2
0	2
38	11
2	6
0	2
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
391	2788
6	870
93	2557
0	0
32	682
25	12
81	29
17	14
6	15
14	0
37	65
2	46
1	63
0	0
1	20
0	0
0	0
0	0
0	0
0	0
0	4
0	4
4	1
0	1
2	116
0	48
54	115
0	0
0	0
0	509
0	462
0	434
0	481
0	9
0	24
0	12
1	0
1	3
9	107
0	3
0	21
0	21
0	11
0	21
0	21
0	21
0	21
0	21
0	10
0	11
0	0
0	0
41	0
0	147
3	113
1	136
0	145
23	101
0	130
7	146
0	21
1	114
1	53
0	46
0	47
0	20
0	9
1	2
0	13
0	9
8	7
0	1
16	0
0	0
0	0
0	0
0	0
0	0
3	3
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
28	2602
2	2317
0	1954
43	810
0	444
1	681
0	548
201	0
2	1
0	1
0	1
1	0
0	0
12	4
2	796
8	905
0	797
2	474
4	451
0	438
2	371
9	84
0	318
0	278
0	73
0	67
0	73
0	46
2	63
0	1
0	3
0	23
10	54
27	5
0	0
2	0
0	3
0	3
0	4
0	4
0	1
0	3
0	0
0	1
65	704
15	765
27	499
0	464
2	1
0	76
6	122
4	12
97	156
0	74
37	26
0	24
0	0
0	0
44	326
4	84
6	11
0	151
4	22
7	174
1	159
5	990
0	1736
0	1734
0	1377
0	343
0	1494
0	1881
3	1381
75	1159
7	500
5	1126
0	1717
1	1374
0	1153
0	1463
0	1507
0	359
0	160
11	62
1	1093
0	166
0	329
0	368
6	188
0	278
0	464
0	13
7	102
0	482
4	225
1	209
0	373
1	294
0	292
0	10
3	6
0	145
0	449
4	268
18	158
3	171
2	199
0	87
0	85
0	74
0	102
0	8
0	4
1	3
0	0
15	0
6	90
264	122
2	36
3	0
31	2749
61	2637
0	448
0	621
6	169
3	134
30	148
0	0
0	209
0	300
0	337
0	243
16	321
0	79
0	39
1	62
0	1
0	0
18	1466
12	1440
144	1438
52	1450
10	39
1	15
0	0
0	2070
26	2803
7	2155
13	1436
37	4369
6	2684
14	3459
0	3490
0	1055
7	1779
7	338
35	371
1	354
24	564
0	1105
38	84
5	280
17	18
7	112
2	232
4	231
1	221
0	242
0	216
0	236
0	206
0	206
1	205
0	4
0	205
0	224
0	227
0	71
279	723
0	358
27	517
18	8
11	370
0	112
0	5
19	9
5	367
8	382
10	419
0	130
24	78
1	0
0	0
1	0
2	2
0	0
2	2
3	1203
14	4599
1215	5806
16	178
11	72
3	1
2	0
44	1109
0	784
458	1054
3	101
141	660
135	374
0	1
0	0
0	0
0	1204
41	883
0	1100
0	977
6	1120
1	13
0	101
0	181
2	0
2	0
487	1526
18	1152
0	375
1007	131
2	12
64	16
0	0
25	0
1	0
123	0
32	490
2	512
0	533
0	533
0	446
1	476
0	466
60	79
1	35
3	517
3	26
0	423
0	79
0	10
0	44
0	527
2	326
0	26
0	432
7	364
5	18
14	14
3	388
0	48
6	11
0	27
2	77
0	89
0	152
2	47
0	29
0	29
0	0
0	6
1	2
2	5
0	5
0	1
0	4
0	4
0	0
2	1
31	1172
3	1087
0	993
0	948
0	898
0	841
0	840
0	840
0	148
7	0
1	349
7	2583
0	2585
41	1012
41	376
3	0
0	0
0	5
16	879
3	774
1	237
4	537
0	677
0	555
0	697
0	759
0	684
0	673
43	37
5	112
8	70
0	10
7	122
3	12
6	54
22	148
13	120
5	104
21	36
4	3
13	3
213	645
11	2
3	2
4	0
0	0
10	387
20	40
6	374
0	217
1	2290
14	2231
7	1966
13	1063
3	7
3	342
5	166
0	81
20	257
2	53
6	54
0	182
15	367
21	317
8	309
15	170
0	0
2	5202
4	5979
3	6267
6	5420
0	5164
0	5993
0	5030
1	4704
0	5973
1	5162
0	2875
0	5288
0	5948
7	5793
0	5799
0	5620
0	5519
7	4816
2	5201
0	4565
4	5050
9	4955
0	3378
3	2964
57	843
9	1647
1	975
0	487
0	15
7	86
6	0
0	2
0	2
0	1
2	2
0	1
1	4
0	4
0	0
0	0
4	53
0	43
0	2
0	16
2	10
0	0
0	7
0	0
0	7
0	0
0	0
17	7
0	7
0	3
16	16
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
1	0
0	0
0	0
0	0
9	2
0	0
0	0
0	0
0	0
0	0
1	0
190	5243
9	400
16	9
3	44
4	45
3	29
4	5118
2	319
3	4622
0	619
0	1005
0	657
0	998
175	922
42	1173
8	1155
0	764
9	464
3	342
7	530
2	17
2	4382
28	871
10	3026
65	2803
5	177
7	4
4	0
0	0
4	36
0	32
8	92
0	102
1	74
39	99
0	91
0	144
0	129
7	131
0	115
1	45
3	111
0	0
1	0
0	0
0	53
1281	92
25	0
0	13
19	40
0	14
3	14
0	40
0	29
3	40
0	3
12	10
0	10
46	25
0	25
43	3
1	3
0	2
0	0
16	0
0	0
3	0
7	1898
0	225
32	2640
0	736
4	36
11	1567
0	629
163	1234
0	388
4	696
0	776
0	630
0	570
6	129
0	36
4	8
0	12
2	3
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
13	543
0	455
2	334
2	48
11	15
2	1
8	6
0	47
1	121
7	36
11	0
6	14
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	3
0	13
0	13
0	13
0	13
0	5
0	13
0	4
0	1
0	1
0	1
0	13
0	1
0	12
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
65	276
0	276
0	272
0	27
1	3
0	18
20	164
0	0
2	34
0	36
2	20
1	0
0	22
0	0
0	4
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
85	320
0	320
35	294
58	297
46	15
4	141
0	50
0	29
0	9
0	113
0	99
1	24
0	12
0	10
0	4
0	10
0	10
0	2
0	2
0	2
0	4
0	12
2	2
0	0
0	4
0	0
0	0
0	0
1	92
0	11
0	238
0	272
0	316
10	602
0	205
0	3
0	406
0	2
0	440
2	471
3	486
0	481
0	196
0	281
0	303
3	307
0	286
2	403
0	310
0	54
0	86
0	29
1	331
0	287
10	29
0	283
0	5
0	0
1	1
0	0
0	0
0	21
1	15
2	19
7	3
2099	257
6	250
2	41
1	0
3	0
2	896
0	1074
0	1139
0	1114
0	980
2	1087
5	1081
8	1037
0	968
1	1085
1	949
0	1029
0	1106
3	937
0	960
0	941
0	10
4	793
0	347
9	753
0	66
0	61
1	431
0	243
1	154
6	93
0	15
0	297
0	279
0	287
2	296
0	296
0	311
0	285
0	285
0	11
0	26
53	1190
39	1153
9	1301
0	1181
0	1118
1	1132
0	1102
3	1103
4	1135
2	574
0	53
0	2
0	5
0	3
6	3
0	2
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
38	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
43	77
8	77
3	2
0	12
0	12
0	0
0	0
0	0
0	0
5	7
31	10
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	42
9	42
4	165
6	194
3	187
1	155
3	2
1	6
12	7
0	118
2	2
0	4
0	4
0	13
0	10
0	13
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	9
0	1
0	1
0	1
0	13
0	0
0	10
0	0
0	12
0	1
0	0
0	5
0	7
0	13
0	0
0	0
0	6
0	0
0	0
0	10
1	13
0	5
0	4
0	0
0	0
0	10
0	0
0	2
1	2
1	0
0	0
0	0
0	9
0	6
0	9
0	2
0	0
0	0
0	0
0	2
0	0
0	1859
7674	7477
235	7263
0	7086
0	4083
2	3150
0	1867
0	1861
5	0
96	40
144	605
0	61
60	37
83	484
0	0
4	1
4	99
23	14
889	2779
0	11
40	2757
17	1022
12	27
3	9
6	27
0	0
25	0
0	335
9	335
3	311
0	310
3	310
0	278
0	278
0	139
0	0
9	0
3	1
0	3
0	1
490	51
0	48
4	7
0	168
43	119
0	5
0	5
0	39
0	0
0	0
0	59
0	39
0	0
1	72
0	8
0	35
1	40
1	38
0	16
0	0
0	0
0	36
0	40
0	57
27	72
0	39
0	42
0	42
0	25
0	17
0	9
3	25
0	12
0	6
0	20
0	22
0	0
0	14
0	12
0	11
3	16
0	1
10	155
0	173
0	175
0	177
0	175
0	139
0	175
0	175
0	175
0	175
0	178
1	178
0	178
0	178
0	169
0	82
0	140
3	57
1	12
0	20
0	5
0	7
0	0
0	1
0	1
0	0
0	0
0	0
0	0
1980	340
5	255
5	65
9	34
0	32
0	0
0	0
0	0
0	0
0	0
0	0
15	325
8	129
12	110
0	75
42	164
7	71
1	77
0	42
2	1995
298	1852
0	394
0	350
0	169
912	120
0	119
53	101
22	4
5	79
21	22
0	56
0	43
8	36
4	7
3	647
1	2207
0	2097
0	1304
3	1512
0	1791
0	1767
0	1843
16	1840
9	904
3	1340
4	1711
0	1987
0	1044
9	1354
1	437
0	320
61	499
7	223
0	504
0	72
0	356
2	301
6	301
1	162
0	0
0	0
0	0
0	0
0	0
0	0
16	2
1	0
0	67
3	38
2	43
0	38
17	115
6	36
0	20
0	1
6	44
1	37
0	65
0	25
0	21
1	60
2	33
0	14
2	16
1	15
0	13
1	3
0	1
0	1
0	0
0	1
0	1
0	1
0	2
0	2
0	1
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
3088	404
150	404
6	49
14	0
0	233
2	50
0	233
1	240
3	221
0	1
6	1
2	1
0	3
1	1
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	1588
53	220
63	2501
2	1360
120	2472
11	686
0	2371
0	1925
21	575
3	852
0	0
9	0
21	9
0	0
0	218
5273	3514
287	2972
10	1662
38	950
34	0
0	0
1	0
2	0
0	2
7	2
0	0
0	0
0	0
0	0
0	2
0	2
0	1
0	0
0	0
4	2856
20	2862
1	2197
0	1964
0	20
0	1152
8	1132
0	51
38	1252
12	34
10	134
8	10
0	7
2	133
56	820
2	161
62	808
3	12
0	68
3	26
0	225
33	85
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
3	0
0	0
1	42767
183	33378
12	35887
3	37535
49	29668
0	8096
11	7946
2	6509
17	4838
1	4169
20	1257
1	972
2	1020
20	3698
153	3933
47	6
0	0
0	0
0	0
3	24
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	8
0	0
0	1
0	1
0	1
0	1
0	2
0	2
0	1
0	0
0	0
4393	184
22	12
3	167
24	2
2	1
0	1
0	0
0	0
0	0
3	0
0	1
1	5
0	5
0	5
0	1
0	4
1451	3013
3	2942
0	1278
16	10
0	1
0	10
0	2
0	0
0	1
0	1
0	1
0	2
0	0
0	0
363	225
30	0
10	379
260	210
0	306
2	0
3	40
0	0
1	0
0	36
1	36
0	1
0	31
0	36
0	1
0	36
0	0
0	36
0	31
0	36
0	17
0	17
0	0
0	0
0	0
0	6
1	0
0	0
0	1
2	32
0	0
0	0
1	0
37	3817
7	3678
9	1182
204	3383
9	3935
1	109
0	0
0	0
0	0
551	445
21	447
6	252
0	192
0	0
0	0
5	112
889	556
0	513
41	426
1	20
0	0
7	142
0	309
137	329
0	29
1	15
0	0
0	0
0	0
0	16
1	4
5	4
284	5685
2	6692
2	6714
21	548
1	13
1	578
54	332
4	95
10	636
0	45
0	0
3	0
0	0
0	1259
0	1192
0	1126
1	77
0	949
0	924
0	894
0	898
1	1111
0	1054
0	2
0	60
0	941
5	921
0	921
9	0
0	2
6	31
2	41
0	41
0	158
0	11
0	0
0	0
0	16
0	0
0	0
14	13
0	0
1	4
0	4
0	2
0	1508
13	0
2106	4041
17	610
0	1034
3	1030
6	1070
12	123
0	1416
3	114
3	0
0	47
0	19
0	103
0	40
