"logFC"	"logCPM"	"PValue"	"FDR"
"ENSG00000111860.13"	-1.65002897682149	5.49262046148535	1.97853218984989e-36	1.42772543126301e-35
"ENSG00000013810.18"	-1.90029392330469	4.76647550269065	2.02662999644054e-36	1.46141124621034e-35
"ENSG00000120149.8"	-3.65561240221112	5.77760173474146	2.03304932778851e-36	1.46501648138615e-35
"ENSG00000163344.5"	-1.50074266049462	4.17265940063246	2.09869919488255e-36	1.51126845722212e-35
"ENSG00000117691.9"	-1.37408813360595	4.78248286015713	2.15616664476886e-36	1.55156789451673e-35
"ENSG00000105246.5"	5.9497781136069	8.37775505252938	2.25430058012577e-36	1.62105419416849e-35
"ENSG00000066933.15"	0.822459493773142	6.65563621402715	2.34683182934327e-36	1.68641766343964e-35
"ENSG00000176907.4"	5.28897515413305	5.54110720509529	2.42654771711092e-36	1.7424875360381e-35
"ENSG00000171604.11"	2.4942202081517	4.03170998720281	2.5325440572678e-36	1.81733811731199e-35
"ENSG00000275832.4"	-3.28116578253257	6.79542959860445	2.57765564165116e-36	1.8484245007782e-35
"ENSG00000178585.14"	-1.19271402279245	4.38090134249337	2.59725702311395e-36	1.86118716816061e-35
"ENSG00000119125.16"	5.04857027496323	3.23977734026943	2.76453402761447e-36	1.97968262532642e-35
"ENSG00000067900.7"	0.775790782800323	7.0521758826321	2.77439479421961e-36	1.9853661498996e-35
"ENSG00000147231.13"	-2.47958536963231	5.58570564877565	2.81205992723372e-36	2.01092490569125e-35
"ENSG00000188811.13"	-1.31075035399336	5.33200579660372	2.81745831243771e-36	2.0133900502801e-35
"ENSG00000076770.14"	-2.10710478443763	10.0270246139287	2.84478115152994e-36	2.03150842232785e-35
"ENSG00000102316.16"	1.09660866153541	7.2515951319252	2.97645110997664e-36	2.12406632115138e-35
"ENSG00000066027.11"	1.19822190479187	5.43261966817903	3.01567314607395e-36	2.15056884549669e-35
"ENSG00000140575.12"	1.11612067083339	10.0089457575386	3.04390484708426e-36	2.16920263239382e-35
"ENSG00000196177.12"	-2.29617338351708	4.59027376151481	3.06391324869141e-36	2.18195450747044e-35
"ENSG00000111057.10"	1.13295924015269	10.7904794381472	3.21692921645691e-36	2.28934431618061e-35
"ENSG00000124786.9"	1.22169140870875	4.0156147728834	3.58864455173786e-36	2.55211737624969e-35
"ENSG00000126456.15"	1.041403175558	5.98096800429892	3.61434124662296e-36	2.5686217165222e-35
"ENSG00000169994.18"	6.53137645340851	5.41088305894403	3.68855200861802e-36	2.6195573418396e-35
"ENSG00000187808.4"	2.53585290928708	3.77796511100298	3.86432062172536e-36	2.74249824591362e-35
"ENSG00000130517.13"	1.45711349583714	5.70143369481131	4.0329703587938e-36	2.86022138366963e-35
"ENSG00000077044.10"	-3.77802853657936	5.56864507910495	4.1815785033488e-36	2.96357888571815e-35
"ENSG00000112561.17"	-3.05420964302797	4.46369869050957	4.34841021770626e-36	3.07970110065277e-35
"ENSG00000119899.12"	1.25111087834978	5.23982675271139	4.60037390836688e-36	3.25591621127832e-35
"ENSG00000090470.14"	-1.13756264636607	5.03240028999553	4.7150418058526e-36	3.33478522238471e-35
"ENSG00000146966.12"	2.22230706247688	5.24782664347502	4.88746669438581e-36	3.45436772735391e-35
"ENSG00000108852.14"	-3.79352791878671	2.7374070936307	4.96138540243896e-36	3.50421190744474e-35
"ENSG00000165914.14"	-1.37867176129256	6.21067038242809	4.98798039269237e-36	3.52058616088868e-35
"ENSG00000187210.12"	2.0430191273831	5.30071048324668	5.9367516368923e-36	4.18737800007461e-35
"ENSG00000132294.14"	0.899445973059463	6.64217730135769	6.05993157577561e-36	4.27134111546643e-35
"ENSG00000081760.16"	1.98716949732246	4.8093258763345	6.19333759117684e-36	4.36239253265214e-35
"ENSG00000111412.5"	1.27983496050864	5.34792765486691	6.40465426378225e-36	4.50816011923391e-35
"ENSG00000115935.17"	4.59206323884001	6.7908596909705	6.55139562094682e-36	4.60830616309136e-35
"ENSG00000169026.12"	2.70587919834111	3.4452116813602	6.59238983207767e-36	4.63398301615868e-35
"ENSG00000184730.10"	2.66410710882384	4.31503125944035	6.72195044599293e-36	4.72183843786256e-35
"ENSG00000090924.14"	2.84655900952237	4.0254611652606	6.75382002830843e-36	4.74099788245678e-35
"ENSG00000196547.14"	-1.37777404476741	5.76575522734663	7.01595302332662e-36	4.92166004403177e-35
"ENSG00000130208.9"	3.0324960919502	3.68850550226861	7.0323664500389e-36	4.92982264931735e-35
"ENSG00000177239.14"	1.03581802960941	6.78524239388772	7.60583507394289e-36	5.32821535152863e-35
"ENSG00000189060.5"	1.88360387985895	6.46685436445096	8.04526160224885e-36	5.63222893308045e-35
"ENSG00000102606.17"	1.02779773707846	6.6180775772845	8.31663317248556e-36	5.81826018351718e-35
"ENSG00000071205.11"	0.804805548204542	6.61182279931258	8.41914924661128e-36	5.88598923277654e-35
"ENSG00000152818.18"	-3.86348571279508	8.84320990983514	8.58922174750516e-36	6.00082459123262e-35
"ENSG00000164402.13"	-1.37580567099085	6.63986709561401	8.65505838876106e-36	6.04272987236978e-35
"ENSG00000197647.11"	-1.52693130099424	3.381246845091	9.12122222337328e-36	6.36388722941102e-35
"ENSG00000159450.12"	4.5118939513454	3.10937850146722	9.63787188153496e-36	6.71981080713238e-35
"ENSG00000237289.9"	-2.01612561049923	3.85601051541181	9.75100515184624e-36	6.79410007845384e-35
"ENSG00000112144.15"	1.08175323379659	6.92071235292518	1.05256269717289e-35	7.32887616202907e-35
"ENSG00000140382.14"	-0.964289493998128	5.35036719729924	1.06016292792108e-35	7.37681810736187e-35
"ENSG00000172071.11"	1.09727246196036	6.49527144022123	1.13443746408702e-35	7.88831549320349e-35
"ENSG00000073282.12"	-3.59776198175033	6.00553820204672	1.13698879789581e-35	7.90073225958714e-35
"ENSG00000116017.10"	1.34042813675464	9.41111570773435	1.28453870213412e-35	8.92002346387752e-35
"ENSG00000247287.2"	-2.39888839543431	2.883593510795	1.29635068992683e-35	8.99599379243774e-35
"ENSG00000009780.15"	-1.46100720799848	4.63081492108181	1.40033129880232e-35	9.7110340539927e-35
"ENSG00000132932.16"	-3.51464698719828	1.85271530977222	1.51115663107678e-35	1.04725488758101e-34
"ENSG00000183605.16"	-1.64741746899863	3.91903959225615	1.67983274029385e-35	1.16336872799277e-34
"ENSG00000148730.6"	0.902459382307304	7.75633801753082	1.73292090887018e-35	1.1993300374669e-34
"ENSG00000171914.16"	2.59397288530672	5.0271143392709	1.80104069540653e-35	1.24548882076856e-34
"ENSG00000087245.12"	5.3714537898923	10.0690322668315	1.80203005078734e-35	1.24548882076856e-34
"ENSG00000138071.13"	1.16898829542264	8.07509377281721	1.96473802383015e-35	1.35703692556247e-34
"ENSG00000133872.13"	1.10701344766865	7.66375962464618	2.03545118395641e-35	1.40493784396296e-34
"ENSG00000165288.10"	1.17052835213569	5.98318532889227	2.25968152883006e-35	1.55866669090892e-34
"ENSG00000141524.15"	4.37347651914369	5.0761679538173	2.31859211914925e-35	1.59823327171016e-34
"ENSG00000179299.16"	-1.67128863909391	3.09704374585882	2.33940639880912e-35	1.61150431437325e-34
"ENSG00000099785.10"	1.4131775087199	3.47734782829713	2.58594473342015e-35	1.78014434317295e-34
"ENSG00000141756.18"	3.08445402653128	5.98402205606522	2.73510530708572e-35	1.88157011092117e-34
"ENSG00000149564.11"	5.11459460329236	5.29512969934031	2.75563433238686e-35	1.8944297585543e-34
"ENSG00000160233.7"	2.49021089572194	3.09616279260025	3.06012031844183e-35	2.10235563022644e-34
"ENSG00000171503.11"	-1.76238597454438	4.53970782588696	3.08382642005997e-35	2.1172325235262e-34
"ENSG00000048342.15"	-1.66543596281764	2.98569960022421	3.09700524291796e-35	2.12486682856851e-34
"ENSG00000158109.14"	1.39442283806779	4.27637585877375	3.17990227450908e-35	2.18029312761855e-34
"ENSG00000069869.15"	-1.33006615170886	6.98154390603584	3.37554700492296e-35	2.31289970410359e-34
"ENSG00000103064.13"	-3.97681536698606	5.85628637170978	3.59861847383252e-35	2.46411042013787e-34
"ENSG00000164488.11"	-2.0447208128535	5.70753355613681	3.73039882927465e-35	2.55265155963429e-34
"ENSG00000136856.17"	-1.92041045195935	4.26910486274792	3.97627786809912e-35	2.7190994911143e-34
"ENSG00000135605.12"	-3.07918745155676	2.39071402160641	4.10072930643323e-35	2.8023460737142e-34
"ENSG00000109854.13"	1.43502615385504	4.95842874781598	4.10775065366732e-35	2.80528649868915e-34
"ENSG00000123572.16"	-2.14393454056662	8.05495516213895	4.18777584223514e-35	2.85804622460479e-34
"ENSG00000135074.15"	6.02146710351215	9.63299779075082	4.89077798712595e-35	3.3356204923432e-34
"ENSG00000168938.5"	2.69988377173576	4.69335456084809	5.24630887795853e-35	3.57573720684637e-34
"ENSG00000184182.18"	1.46908921101202	4.05266804522478	5.25670599841812e-35	3.58045869291595e-34
"ENSG00000139182.13"	3.75891660230318	4.90003366029994	5.33495024141177e-35	3.63135564255462e-34
"ENSG00000169758.12"	-3.1273733816984	2.829498828943	5.34267628593195e-35	3.63421731012075e-34
"ENSG00000110723.11"	-1.88567861147154	6.48686060981798	5.45693132484599e-35	3.70949106331264e-34
"ENSG00000198417.6"	3.69648234851721	3.657052659234	5.48354057118427e-35	3.72512542159648e-34
"ENSG00000090530.9"	-1.95106728877489	5.73567749728868	5.5390470413513e-35	3.76035700129632e-34
"ENSG00000141449.14"	2.57420543264731	6.67892120082018	5.59571971074955e-35	3.79633344478794e-34
"ENSG00000170175.10"	-2.28170930794789	3.63900403569984	5.79547014194718e-35	3.92926783145551e-34
"ENSG00000125744.11"	1.51673290271844	5.24258859335177	6.28915198707361e-35	4.26117920910129e-34
"ENSG00000179218.13"	1.41979846343624	10.455743015169	6.34334467316611e-35	4.29507701328091e-34
"ENSG00000167123.18"	3.38325312645146	7.01455966517674	6.7187251313174e-35	4.54572618655991e-34
"ENSG00000112297.14"	-3.77654396331675	8.74686683486528	6.7223356533486e-35	4.54572618655991e-34
"ENSG00000109323.8"	-1.59282847191472	6.27663089637333	7.01173819343274e-35	4.73831869142321e-34
"ENSG00000115145.9"	0.889687549568257	5.49777296799802	7.41403017639359e-35	5.00689642606057e-34
"ENSG00000162729.13"	2.42874334389333	6.67200699162021	7.48347849635361e-35	5.05049147180333e-34
"ENSG00000157625.15"	-1.0256325164731	5.80826055576161	7.66337109540008e-35	5.16851806100872e-34
"ENSG00000144746.6"	1.69855786254397	7.40689863546761	7.75597365706407e-35	5.22755664057767e-34
"ENSG00000042980.12"	6.3604036867476	4.8474347842789	7.82398973351829e-35	5.26995757572945e-34
"ENSG00000132170.19"	1.30703897838064	7.82721622060678	8.04212497321215e-35	5.41335209384059e-34
"ENSG00000154898.15"	1.72706520008175	5.23443504152348	8.10801906622681e-35	5.45414920106874e-34
"ENSG00000132432.13"	1.30379154246431	5.2798081710619	8.21330459097828e-35	5.52137394620878e-34
"ENSG00000111331.12"	2.16873664270513	6.44000570093836	8.59511332751301e-35	5.77428218923221e-34
"ENSG00000134569.9"	-2.92941057592311	3.67741663231648	9.93826695684097e-35	6.6722821553443e-34
"ENSG00000196712.17"	-0.89637130998279	7.64841458594749	9.9757895339607e-35	6.69311912879977e-34
"ENSG00000136560.13"	1.14702392414629	6.29763398928649	1.01634839785979e-34	6.81461930962648e-34
"ENSG00000087460.24"	-0.978737876143984	9.60760246615498	1.18321172331511e-34	7.9282868655121e-34
"ENSG00000257923.9"	1.09237381543133	7.45448337652656	1.19615235588404e-34	8.00979634027734e-34
"ENSG00000184557.4"	3.94201188820041	8.44150432013054	1.22642990353862e-34	8.20721801207199e-34
"ENSG00000144645.13"	0.85525713253936	6.47958809140401	1.31313580073147e-34	8.78175523509269e-34
"ENSG00000154734.14"	1.67691602216329	10.2841995821976	1.40550972890732e-34	9.39254846137763e-34
"ENSG00000165475.13"	-1.43964619816941	3.33019015504085	1.40628814544321e-34	9.39254846137763e-34
"ENSG00000120158.11"	-1.63748463204786	4.75327436340132	1.49033903332945e-34	9.94748284924102e-34
"ENSG00000170145.4"	1.12894004846657	5.70414617076918	1.68403174673724e-34	1.12330469260385e-33
"ENSG00000116641.17"	0.959382231048838	6.86615163242991	1.71122173674322e-34	1.1407039471223e-33
"ENSG00000159307.18"	6.09397577273057	7.32845496345226	1.75052928295402e-34	1.16615310980004e-33
"ENSG00000213064.9"	1.30191538169546	6.62196791488438	1.78612387679767e-34	1.18909756675324e-33
"ENSG00000162576.16"	3.58527329121711	7.1358743686421	1.86438782790973e-34	1.24040090239849e-33
"ENSG00000182010.10"	-2.20335984980598	3.32763423565759	1.89547918056667e-34	1.26027381857394e-33
"ENSG00000087077.13"	-1.41695306429944	5.80287114496196	1.93242205520919e-34	1.28400922007107e-33
"ENSG00000087111.20"	1.26810621521009	6.13618517535281	1.96588644757003e-34	1.30540426335104e-33
"ENSG00000050426.15"	-1.18114099447058	4.81536802767699	2.01439008742803e-34	1.33675185287266e-33
"ENSG00000099940.11"	0.998582969313733	5.7652842962547	2.03545697968324e-34	1.34986379006114e-33
"ENSG00000128833.12"	-1.83629146622884	3.65718671505114	2.04756296898161e-34	1.35702005632121e-33
"ENSG00000154721.14"	8.17802893858488	4.95589841398895	2.06110641958788e-34	1.3644273658547e-33
"ENSG00000166750.9"	5.35583318803127	4.86247933040105	2.06138411025049e-34	1.3644273658547e-33
"ENSG00000203666.12"	1.32636951898716	4.50711148955833	2.12405366117409e-34	1.40500703395227e-33
"ENSG00000165915.13"	1.77996802659341	4.26112168640342	2.24370452648731e-34	1.48320224271765e-33
"ENSG00000115504.14"	1.72731912060017	6.40326685463155	2.27411857310009e-34	1.50234504198591e-33
"ENSG00000259426.5"	-3.92441473220156	2.37957584882084	2.35744403624553e-34	1.55639571401264e-33
"ENSG00000178075.19"	-1.97382293502592	4.89797318658521	2.38174518394489e-34	1.57143405071146e-33
"ENSG00000148154.9"	1.69108607468883	5.55790430602117	2.46649839119031e-34	1.62631290087494e-33
"ENSG00000197780.9"	1.06404831114113	5.51033175724652	2.54104185333012e-34	1.67439405392807e-33
"ENSG00000108556.7"	3.56682774310802	3.53219957095635	3.08512374753695e-34	2.03161403642845e-33
"ENSG00000143341.11"	4.24078795351871	4.14219973945743	3.20414216933839e-34	2.10864432687518e-33
"ENSG00000167981.5"	1.85198082122609	4.11122914449706	3.35703239970606e-34	2.20785323980668e-33
"ENSG00000137124.7"	2.45410888654968	5.66836359231614	3.83257158555989e-34	2.51900039435621e-33
"ENSG00000188786.9"	1.11828037453039	5.08338653034013	4.07630569238492e-34	2.6774919439669e-33
"ENSG00000213445.9"	2.19399210727065	4.01075723057798	4.19518228333999e-34	2.75382226347235e-33
"ENSG00000133142.17"	1.66987701312239	6.24313457297682	4.60047694100259e-34	3.0179479691167e-33
"ENSG00000137133.10"	-1.26018139400725	3.42275960004331	4.65826086702626e-34	3.05391320755045e-33
"ENSG00000155893.12"	2.44634949414177	4.61137771945028	4.98849892357473e-34	3.26833780269001e-33
"ENSG00000072422.16"	-2.98178743699166	7.36225124834569	5.0750875183231e-34	3.32295863588681e-33
"ENSG00000137880.5"	-2.12662205844986	3.5944871326868	5.25882658822509e-34	3.44107999771051e-33
"ENSG00000022567.9"	-2.38125986671185	4.62505973193083	5.91100347562853e-34	3.86537673415784e-33
"ENSG00000102699.5"	1.21458596909348	6.43197705630839	6.64026009678586e-34	4.3395087991598e-33
"ENSG00000166592.11"	6.01746967108767	6.66361335287894	6.70177572819258e-34	4.37693821134299e-33
"ENSG00000107890.16"	-1.28940411815552	4.74630015025128	6.87315040826964e-34	4.48602397615019e-33
"ENSG00000127334.10"	1.15655081536898	4.88211741340801	8.60616468925582e-34	5.6135912407352e-33
"ENSG00000180875.4"	-4.42596341217518	4.46767364267496	8.88103240757982e-34	5.78922131483362e-33
"ENSG00000095380.10"	0.900272283985004	5.79968046954281	8.88929987289777e-34	5.79095236038081e-33
"ENSG00000152939.14"	-1.3660910907852	5.01669153863692	9.02719207012672e-34	5.87707223795821e-33
"ENSG00000144118.13"	2.84282115888803	6.48493157046354	9.2096800451978e-34	5.99209888943229e-33
"ENSG00000113552.15"	1.16938730228216	5.23075329585985	9.33444976185821e-34	6.06945098252141e-33
"ENSG00000272325.1"	-1.07797522499775	5.0179349500538	9.91109734288072e-34	6.44034089931903e-33
"ENSG00000089127.12"	1.89866118089584	4.51588570006515	1.0048531679954e-33	6.52553797391095e-33
"ENSG00000121060.16"	1.19649373539694	6.29279901416851	1.03086466133699e-33	6.69024681782166e-33
"ENSG00000166845.13"	3.35612102244332	5.26556953942212	1.0684047770093e-33	6.92952161782461e-33
"ENSG00000062038.13"	-4.1387570324928	5.58203772401841	1.11285305439689e-33	7.21205064847066e-33
"ENSG00000089847.12"	4.47034453939354	5.3245684149209	1.11336337658821e-33	7.21205064847066e-33
"ENSG00000130559.18"	-0.868874188411737	6.0525927564914	1.14789168622692e-33	7.43105038279521e-33
"ENSG00000230067.3"	-4.47889401187043	3.3182455632471	1.19213970379116e-33	7.71265805857117e-33
"ENSG00000065882.15"	0.979061058483285	7.23744340181595	1.21525234115711e-33	7.85726122080212e-33
"ENSG00000178685.13"	2.44988262232173	3.87803956334729	1.22410227787401e-33	7.90952498771564e-33
"ENSG00000169495.4"	5.4382788422046	9.78834080921546	1.37865466447999e-33	8.90258916318464e-33
"ENSG00000173905.8"	2.15348921374347	4.94789204644391	1.41634919488682e-33	9.14027976362548e-33
"ENSG00000170265.11"	-1.00693164615143	5.33614916599472	1.43910797990385e-33	9.28134702789239e-33
"ENSG00000181085.14"	4.04556642925641	2.6634192996023	1.45549269812405e-33	9.38115499808998e-33
"ENSG00000164465.18"	-1.68360815936776	4.83188640173317	1.51139071892046e-33	9.73535632243463e-33
"ENSG00000119917.13"	3.33406236975681	4.4355761211288	1.57610628936548e-33	1.01458769806378e-32
"ENSG00000129422.14"	-1.32187607430563	6.41761941990516	1.58890210204017e-33	1.02218708173021e-32
"ENSG00000011405.13"	-0.945438685829678	7.57353799848011	1.60661389108878e-33	1.03293761633303e-32
"ENSG00000121690.10"	4.47196863064377	5.89236716638706	1.69357063615605e-33	1.08816658745294e-32
"ENSG00000068724.15"	1.07460538736608	5.86057963270508	1.74765116975971e-33	1.12221608094278e-32
"ENSG00000133466.13"	4.53990776893501	8.02212816167714	1.91109791402218e-33	1.226406677537e-32
"ENSG00000135318.11"	4.06092733096239	4.84226410726301	1.95738570741095e-33	1.25533021222956e-32
"ENSG00000134109.10"	1.18440437913438	7.49936992682492	2.0446209902176e-33	1.31046236012766e-32
"ENSG00000177335.10"	3.73515646973061	4.4593165483305	2.06068873757596e-33	1.3199408493511e-32
"ENSG00000145901.14"	1.07209025749904	5.5862693418474	2.08009513087653e-33	1.33154476771184e-32
"ENSG00000148660.20"	-1.22073315847418	7.1952753807762	2.16647992585923e-33	1.38598303502427e-32
"ENSG00000110046.12"	-1.87112489430911	6.05069806911818	2.2180617274414e-33	1.41810278596455e-32
"ENSG00000139209.15"	-4.07284729560559	3.20835412508966	2.23460184137177e-33	1.42779296601333e-32
"ENSG00000132517.14"	-3.72343423710368	6.65770821585938	2.36418747909699e-33	1.50965659633675e-32
"ENSG00000117984.13"	1.84821767260587	6.04031788539741	2.40833386461664e-33	1.53689530915146e-32
"ENSG00000106615.9"	0.794540533717207	6.52272631631557	2.46083891378152e-33	1.56943119600195e-32
"ENSG00000100345.20"	1.32276327883848	11.1600136887565	2.57264017144132e-33	1.6397204403399e-32
"ENSG00000087470.17"	1.07866568457306	7.27461423161186	2.77492467031242e-33	1.76755849833048e-32
"ENSG00000152642.10"	-2.61971266533423	6.77266663245948	2.80564974573216e-33	1.78602712684825e-32
"ENSG00000134744.13"	-0.860489077038437	6.0220810346596	2.84245694832788e-33	1.8083423705176e-32
"ENSG00000135617.3"	1.2494018197447	3.2201233207646	2.97225102663246e-33	1.88975097620581e-32
"ENSG00000133193.12"	-0.976615533909534	5.91843266009677	3.00853013939234e-33	1.91163931701906e-32
"ENSG00000005889.15"	-1.1422743072047	7.00395802375497	3.29633064239435e-33	2.09322067069953e-32
"ENSG00000115840.13"	-1.90794771663847	3.28962385606287	3.37571444136902e-33	2.14231225833253e-32
"ENSG00000146205.13"	4.06017093009795	3.89736689759693	3.50656963273828e-33	2.2239884474632e-32
"ENSG00000136141.14"	1.1561551107108	5.83577212927927	3.6121669636196e-33	2.28955472343923e-32
"ENSG00000134762.16"	-2.49601661313096	7.8039268136904	3.67566022442158e-33	2.32836942024594e-32
"ENSG00000132199.18"	-1.37959849267758	5.566173637026	3.95982887848799e-33	2.50683890779862e-32
"ENSG00000157077.14"	1.21038979634194	5.84133442602228	4.12093242543712e-33	2.60722879816589e-32
"ENSG00000092931.11"	1.04095511680866	5.35646203682407	4.50958077567458e-33	2.85137034461924e-32
"ENSG00000169992.9"	3.0163885463795	4.09593569480879	4.72702266180897e-33	2.98702675120678e-32
"ENSG00000111728.10"	2.30343332430958	3.38340057866978	5.0393629669622e-33	3.18244715153507e-32
"ENSG00000073111.13"	-1.81571140270156	7.34509355906064	5.20581367782144e-33	3.285552987244e-32
"ENSG00000117595.10"	-1.44970540498622	7.67593025233722	5.38426437191324e-33	3.39610171477828e-32
"ENSG00000159399.9"	2.85607157053364	6.4360020057581	5.7131712821395e-33	3.6013570226266e-32
"ENSG00000136695.14"	-2.66542980422351	2.84026663723093	6.15676918395482e-33	3.87861423743771e-32
"ENSG00000068078.17"	4.44800140777575	6.10307291159746	6.23181655838008e-33	3.92349695338158e-32
"ENSG00000281649.1"	1.05068183539627	5.33280020544983	6.6810201263193e-33	4.20374674899322e-32
"ENSG00000187840.4"	1.72585017228347	4.31101316204409	6.74503735379944e-33	4.24144061266645e-32
"ENSG00000176531.10"	-2.29771305574851	3.50787122314726	7.08213444549502e-33	4.45070312686133e-32
"ENSG00000184481.16"	-3.4713325741089	8.46697728811394	7.2947253517993e-33	4.58151374955672e-32
"ENSG00000166250.11"	-1.96976654586182	5.71318023937416	7.42405369341224e-33	4.65990328846234e-32
"ENSG00000157601.13"	3.83858355834989	6.44990083300307	7.69112861597753e-33	4.82460523940864e-32
"ENSG00000151327.12"	0.944649513672723	5.1761407073396	8.0097290124996e-33	5.02140909355914e-32
"ENSG00000123933.16"	0.953188638545691	5.78253702073564	8.71100457983542e-33	5.45773262048098e-32
"ENSG00000184254.16"	-4.09286074421597	3.93095898172891	9.62350577917152e-33	6.02578617325673e-32
"ENSG00000038945.14"	6.39048624641338	3.20621129133678	9.86759942468854e-33	6.17487922761437e-32
"ENSG00000141401.11"	1.19389708763847	6.22214875337982	9.99388275752112e-33	6.2501137075673e-32
"ENSG00000187741.14"	-2.1171772957372	5.14651681464115	1.01164487305021e-32	6.32293364324962e-32
"ENSG00000080845.17"	1.32141152295683	5.18479593680436	1.01655421895038e-32	6.3497717828989e-32
"ENSG00000146826.16"	1.05452409686332	5.03282835032693	1.05303127380416e-32	6.57364169049312e-32
"ENSG00000136051.13"	0.867917035026742	7.06542254503722	1.12411437674339e-32	7.01314162854595e-32
"ENSG00000196411.9"	-3.71455830518277	7.88607983192761	1.24602919087726e-32	7.76904847169938e-32
"ENSG00000101187.15"	3.61843948122806	7.67913611149176	1.27546528807571e-32	7.94778158674716e-32
"ENSG00000167600.13"	-4.55062333474828	3.51016789700786	1.35470571113172e-32	8.43645638694519e-32
"ENSG00000148248.13"	0.807060619746427	8.93335987110423	1.41025939959919e-32	8.77712107627507e-32
"ENSG00000079739.15"	1.32265260897902	7.30805001834053	1.44418211832342e-32	8.98283018624432e-32
"ENSG00000136754.16"	0.707426924099995	6.01505671786504	1.44974863700699e-32	9.0120217983585e-32
"ENSG00000130598.15"	3.71336080647347	6.70681850927643	1.5617711286525e-32	9.69892729829055e-32
"ENSG00000144747.15"	0.914602166250088	7.3205348961509	1.56212977708682e-32	9.69892729829055e-32
"ENSG00000172380.5"	1.07455448163188	8.39330659759784	1.64647989656787e-32	1.02164919138207e-31
"ENSG00000082497.11"	2.34102873782121	5.31809949711617	1.76465869434395e-32	1.09432169873409e-31
"ENSG00000111817.16"	5.20415730757282	6.05031282627306	1.80105973716887e-32	1.11622435002076e-31
"ENSG00000115556.13"	4.42176626524725	4.85781625388248	1.83735200605493e-32	1.13803333436259e-31
"ENSG00000173599.13"	-1.97541242049317	5.49805765501169	1.86860368731297e-32	1.15669594777339e-31
"ENSG00000269609.5"	-2.60307601142659	2.44012121458691	1.98461523734926e-32	1.22777246008435e-31
"ENSG00000039560.13"	1.63456448262476	7.66864405671292	2.0277189868104e-32	1.25368677201297e-31
"ENSG00000213928.8"	3.43870082826443	2.86063048593819	2.03580241195122e-32	1.25793084364818e-31
"ENSG00000100297.15"	-1.65543698903513	7.44331837650542	2.21224140566527e-32	1.36613519240335e-31
"ENSG00000165795.23"	-3.28853348091747	2.86783393179279	2.21398923205268e-32	1.36639682329854e-31
"ENSG00000171368.11"	5.36213627084437	2.71054150269742	2.25661695287798e-32	1.39187270392994e-31
"ENSG00000135750.14"	3.97474679108004	3.16119584442363	2.35009180777962e-32	1.44866173025555e-31
"ENSG00000178921.13"	-1.39139723595686	5.64381841934304	2.57160543926606e-32	1.58426247927083e-31
"ENSG00000088387.18"	-1.30401514791522	7.6911541888871	2.7415416532956e-32	1.68725170135034e-31
"ENSG00000122862.4"	5.58516870766895	3.12087565821114	2.74204971718628e-32	1.68725170135034e-31
"ENSG00000182890.4"	-2.02427651669495	3.41216025380829	2.777706778822e-32	1.70817379324578e-31
"ENSG00000112118.18"	-1.3476030112849	7.33980133547998	2.7835246035256e-32	1.7107320061811e-31
"ENSG00000105877.17"	3.96300991079493	5.23043276109272	3.24811005243229e-32	1.9950742637529e-31
"ENSG00000165476.13"	0.949590911150247	6.57209040590739	3.53127608139651e-32	2.16771195026357e-31
"ENSG00000107201.9"	1.78059886032754	5.37949543571041	3.73667808650815e-32	2.29243645509379e-31
"ENSG00000135185.11"	-1.05807147848481	4.00909893708143	4.0068630256345e-32	2.45673318844459e-31
"ENSG00000185222.8"	-0.89573924024874	7.21576922862766	4.21738858988508e-32	2.58427748569027e-31
"ENSG00000105612.8"	1.24455616001805	5.44757324985811	4.27161891211688e-32	2.61595463229283e-31
"ENSG00000175662.17"	1.55017625503126	5.4474160756422	4.55852343055852e-32	2.79000019453935e-31
"ENSG00000102287.18"	-2.81612251184934	6.43651305092737	4.65439502419353e-32	2.84698887105234e-31
"ENSG00000137507.11"	4.23955870588043	7.75115303077176	4.75876796030177e-32	2.90910702502097e-31
"ENSG00000276850.4"	2.1473739626282	4.64679794616762	4.8014362399648e-32	2.9334529638956e-31
"ENSG00000108846.15"	4.47620665292966	2.93033623965075	4.91078177474083e-32	2.9984826706243e-31
"ENSG00000104419.14"	2.90298485147653	7.68966498260767	5.39227391681958e-32	3.29053072428511e-31
"ENSG00000101966.12"	0.803941361888246	6.5561356759796	5.55541000862335e-32	3.38807777062555e-31
"ENSG00000160746.12"	1.16408652554574	4.90499034417803	6.35089136236829e-32	3.87093018123322e-31
"ENSG00000113645.14"	-2.21210649653987	5.34038041243099	6.44806479184633e-32	3.92783828731182e-31
"ENSG00000101945.16"	1.32082691666973	4.74601302319088	6.5961311366395e-32	4.01566237162141e-31
"ENSG00000119986.6"	-1.86157876775952	4.6269297837455	6.89435430247837e-32	4.19474304524023e-31
"ENSG00000197608.11"	1.54238790682463	5.50912738758548	6.92127599945742e-32	4.20864154616389e-31
"ENSG00000149131.15"	3.65338741617196	5.91767555556833	6.93357831639944e-32	4.21363926071412e-31
"ENSG00000090674.15"	1.69619608525644	2.93386558699457	7.21532209622198e-32	4.38227832318509e-31
"ENSG00000174840.8"	-0.812895115230249	5.55063626971622	7.38867937119439e-32	4.484928378315e-31
"ENSG00000137766.16"	-3.27184299112197	3.15188842453378	7.69691238349669e-32	4.66927918196957e-31
