UniqueCount	AmbigCount
0	20
0	0
0	513
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
5	25
0	3
2	6
0	0
0	0
0	18
18	0
0	49
0	1
0	7
287	9
1	9
3	50
0	3
0	0
3	9
0	0
0	0
0	3
17	624
0	48
0	65
0	62
0	52
0	35
26	26
1	0
0	10
0	2
0	2
0	2
0	2
0	2
0	1
0	0
4	9
0	1
0	0
18	0
1	83
0	41
0	45
0	43
0	22
0	12
0	17
1	28
0	17
21	13
0	20
3	5
0	1
2	1
0	44
5	3
0	0
0	0
0	0
0	0
2	65
0	10
0	0
0	3
0	8
0	8
2	5
0	7
0	8
0	15
0	0
0	0
0	8
0	5
0	0
0	0
0	0
0	0
2	183
2	1015
1	21924
0	0
0	570
0	0
1048	2363
3	1776
0	0
0	0
72	470
14	17
0	0
0	0
0	5
0	3
0	1
0	1
0	1
0	1
0	7
1	4
0	1
0	1
0	5
0	1
0	1
0	1
0	0
0	7
0	9
2	0
0	4
5	4
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	4
4	4
0	0
6	9
0	9
1	0
64	3
0	0
0	80
0	79
18	134
22	102
0	224
33	40
0	126
0	133
4	6
0	92
0	124
0	86
0	125
6	6
0	88
1	62
0	6
0	87
0	92
0	99
0	80
0	19
2	62
0	61
0	66
0	85
0	109
0	113
0	120
0	85
0	85
0	86
0	84
0	21
0	94
0	117
0	83
2	19
0	4
0	76
0	20
0	61
1	1
0	1
0	1
1	6
0	2
0	4
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	34
0	34
0	0
0	31
0	18
0	23
0	23
0	18
0	22
0	34
0	23
1	2
4	11
3	0
1	2
295	2307
2	804
52	2134
0	0
12	586
10	19
128	44
24	12
15	36
26	3
11	38
6	28
2	38
0	1
2	7
0	1
0	1
0	0
0	1
18	0
6	45
19	45
24	27
5	26
0	1624
0	740
728	1580
0	0
6	0
0	2493
0	2310
0	2167
0	2350
0	31
3	128
1	40
0	0
0	60
20	508
0	10
0	19
0	19
0	9
0	17
1	19
0	18
1	17
0	17
0	8
0	9
1	0
0	1
508	0
0	260
0	226
0	266
0	271
40	198
3	251
15	273
2	30
2	159
0	77
0	67
1	70
0	28
2	19
1	8
0	16
0	12
4	21
0	0
3	2
0	0
0	0
0	0
0	0
0	0
5	0
0	7
0	7
0	1
0	0
0	2
0	1
0	0
0	0
0	6
3	11
0	4
0	3
0	4
0	4
0	3
0	4
0	2
0	4
0	2
0	3
0	2
0	2
0	2
0	4
0	4
0	0
58	6317
0	5582
3	4848
30	2332
9	1429
0	1737
0	1397
390	0
7	47
0	38
76	68
18	13
5	16
1	0
0	720
7	810
0	721
2	420
2	445
1	391
0	366
4	44
0	316
2	292
0	112
0	79
0	93
0	73
1	85
0	0
0	13
0	22
10	76
30	4
0	0
0	0
0	11
0	10
3	11
0	11
0	0
0	11
0	0
0	1
68	728
9	780
7	514
0	472
9	8
0	71
1	119
9	9
55	159
0	78
36	52
0	26
0	0
0	0
49	309
3	62
6	19
0	150
1	15
4	161
0	149
1	533
0	1100
0	1093
0	793
0	202
0	892
0	1173
0	790
37	651
5	275
1	688
0	1085
0	788
0	659
0	891
0	964
0	237
0	107
0	45
0	754
0	113
0	208
0	199
3	86
0	119
0	339
0	13
3	79
1	385
0	192
0	188
0	325
0	255
3	257
0	5
3	1
0	155
0	359
0	254
13	154
0	148
0	156
0	57
1	65
1	69
2	103
1	6
0	6
7	10
0	0
8	0
3	105
229	146
3	43
4	0
22	2716
49	2583
0	460
0	655
7	177
2	95
18	180
0	0
4	5931
31	8441
15	9403
27	6499
97	8984
4	1930
1	1091
43	1792
3	33
0	16
1	1067
7	1050
98	1041
46	1057
8	44
0	21
0	0
1	1688
11	2247
2	1753
16	1185
18	3603
0	2264
11	2810
0	2915
0	962
7	1434
0	296
17	352
0	327
18	508
0	895
26	61
5	245
8	18
9	114
2	191
3	191
3	210
0	212
0	186
0	205
0	166
0	169
0	185
0	11
0	172
0	187
0	194
0	57
274	789
2	392
44	568
21	12
11	403
1	124
0	6
4	10
0	15
0	16
1	17
0	8
3	2
0	0
0	0
0	0
1	1
0	0
0	1
5	426
6	1852
403	2281
6	110
10	40
0	0
2	1
43	854
0	570
295	791
0	106
45	470
41	282
2	1
0	1
0	0
3	971
17	687
0	885
0	784
2	901
1	15
0	100
0	159
2	0
0	0
345	1262
18	947
2	315
594	126
4	5
46	11
1	0
175	0
2	0
75	0
25	541
1	508
0	557
0	552
0	444
2	519
0	525
41	51
0	49
4	519
2	25
0	405
0	45
0	6
0	53
0	537
2	342
0	30
0	473
1	394
8	10
7	22
0	420
3	53
10	11
0	24
7	80
0	105
0	117
0	81
0	59
0	59
0	0
0	2
0	2
0	2
0	2
0	2
0	1
0	2
0	0
1	0
7	1014
1	924
2	884
0	834
0	776
0	749
0	749
0	749
0	158
0	0
5	290
2	2042
0	2024
23	762
32	306
3	0
0	0
0	2
19	723
0	623
5	153
3	482
1	576
0	465
0	589
0	634
0	559
0	556
29	14
3	80
2	28
0	2
4	100
0	14
0	37
2	111
2	121
9	86
12	23
0	1
15	3
149	502
1	1
5	1
0	0
0	0
4	292
14	25
2	264
0	163
8	1344
6	1310
8	1133
2	633
0	6
1	226
0	112
0	58
6	187
1	58
1	39
0	131
6	245
0	201
7	191
1	106
0	0
0	5228
1	6100
5	6453
0	5504
0	5388
1	6194
0	5186
0	4856
0	6183
0	5388
2	2878
0	5517
0	6167
3	6022
0	6023
7	5855
0	5768
4	4941
13	5482
0	4724
3	5350
3	5238
0	3715
0	3237
50	886
8	1889
0	1220
1	608
1	2
0	82
7	0
0	1
0	1
0	0
0	1
3	1
0	1
0	1
4	1
0	0
0	23
1	19
0	2
1	2
1	4
0	0
0	15
0	0
0	15
0	0
0	0
8	15
0	15
0	0
15	12
2	4
1	0
0	0
0	1
0	3
0	1
0	1
0	3
0	1
0	0
0	1
0	1
0	1
0	0
0	2
0	1
0	0
1	10
0	1
0	1
0	1
0	1
0	0
0	0
59	1969
1	224
2	13
0	26
1	26
1	9
1	1897
11	158
0	1736
4	286
0	431
0	294
0	432
31	350
11	401
1	485
0	349
19	236
6	184
2	227
0	22
0	1584
12	315
0	1122
13	1032
0	68
5	1
6	0
0	0
0	57
2	53
3	143
0	169
0	103
57	124
0	124
0	203
0	174
16	174
0	166
6	66
2	159
0	0
2	0
0	0
0	123
1688	168
1	0
0	42
12	45
0	15
5	15
0	21
0	13
1	21
0	0
5	4
3	4
5	8
0	8
19	3
0	2
0	0
0	0
3	0
0	0
0	0
25	1740
0	269
31	2538
0	889
8	39
4	1646
4	767
114	1428
0	442
3	378
0	416
0	316
0	301
3	70
0	24
0	5
3	3
0	5
2	0
0	2
0	2
0	2
0	2
0	2
0	0
0	0
0	0
0	0
4	369
0	301
1	210
0	43
2	15
1	3
0	5
1	28
2	102
1	32
6	0
1	24
0	0
1	10
0	10
0	2
0	0
9	0
0	2
8	2
0	0
0	18
0	22
4	22
0	22
0	19
2	49
0	29
0	11
0	18
6	18
8	32
0	45
0	1
0	13
0	0
1	4
1	0
0	0
0	0
0	7
0	7
0	30
0	31
0	32
0	30
0	9
0	32
0	9
0	2
0	2
0	4
0	32
2	2
0	29
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	82
0	0
3	145
10	184
0	82
0	76
0	0
0	142
0	30
0	0
0	0
0	0
0	0
0	0
0	0
0	0
924	3547
50	3547
38	3493
69	569
20	131
0	295
359	2291
1	0
7	832
0	851
11	467
8	26
0	439
1	29
1	53
6	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
174	613
0	613
21	210
33	211
28	13
0	117
0	32
0	19
2	6
0	96
0	72
1	17
0	9
