UniqueCount	AmbigCount
6	18
0	0
1	956
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
14	47
0	5
1	7
0	9
0	0
0	36
11	0
1	131
2	14
0	41
1059	33
0	30
11	237
3	11
1	0
9	29
0	0
0	0
0	0
38	1025
0	41
0	79
0	80
0	69
0	28
64	65
2	0
0	4
0	1
0	1
2	5
0	2
0	2
1	2
0	5
10	17
6	16
0	3
52	0
3	248
0	136
2	191
9	152
0	70
5	43
9	84
1	105
1	47
60	69
0	102
5	37
2	1
4	11
0	104
20	15
0	0
0	9
0	5
0	0
26	201
2	9
0	3
0	6
0	7
0	7
9	5
0	5
0	6
1	33
0	5
0	1
0	8
0	12
0	7
0	5
0	2
0	0
5	285
21	1673
7	36671
0	0
0	1012
0	0
633	2071
2	3774
0	0
0	0
218	1373
80	67
0	0
0	0
0	38
0	16
0	8
0	9
0	8
0	9
0	15
5	10
0	9
0	9
0	16
0	9
0	9
0	9
0	8
0	36
2	33
8	1
0	9
9	9
0	4
0	0
4	0
0	1
0	2
0	2
0	1
0	1
0	1
0	1
5	23
0	20
3	20
0	0
8	6
0	6
0	0
110	10
0	3
0	196
0	220
71	427
101	317
0	717
83	79
0	377
0	434
33	21
1	231
0	420
1	248
0	394
7	17
0	200
1	198
0	23
0	202
0	248
0	261
0	224
2	66
5	149
0	175
0	195
3	244
0	313
0	332
0	367
0	192
0	198
0	203
0	224
0	73
0	237
0	356
0	192
1	73
0	8
0	214
0	71
0	175
9	15
0	0
1	0
22	12
1	11
2	1
0	0
0	0
0	0
6	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	0
0	0
0	0
0	0
246	2002
9	746
64	1893
0	0
20	442
17	15
63	16
10	4
3	13
14	0
25	35
1	30
1	37
0	1
1	5
0	0
0	0
0	0
0	0
3	0
0	4
3	4
3	4
0	4
0	145
0	75
57	144
0	0
0	0
0	440
0	408
0	376
0	408
0	6
1	22
0	16
0	0
0	9
6	87
0	3
0	11
0	11
0	10
0	11
0	11
0	11
1	11
0	11
0	3
0	10
0	0
0	0
55	0
2	113
2	92
2	113
0	115
42	86
0	104
6	117
0	9
0	76
0	44
0	38
0	41
1	14
2	5
0	3
0	13
0	4
6	5
0	0
5	0
0	0
0	0
0	0
0	0
0	0
7	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	0
0	1
0	1
0	0
16	1838
1	1646
0	1461
50	664
1	434
0	527
0	398
127	0
2	2
1	2
0	2
0	0
1	0
11	1
0	549
4	638
0	550
1	331
2	351
1	330
3	278
9	45
0	237
0	240
0	79
0	70
0	73
0	41
5	55
2	2
0	5
0	30
8	53
41	0
0	0
1	0
0	4
0	3
0	3
0	3
0	0
0	3
0	0
2	0
52	571
4	587
10	372
0	374
9	8
1	62
2	89
4	16
61	128
0	55
45	44
0	25
0	0
0	0
22	210
3	41
5	11
0	94
1	14
11	120
1	109
5	672
0	1178
0	1175
0	904
0	274
3	1028
0	1279
0	905
72	793
12	399
2	760
0	1159
5	907
0	754
0	997
0	1042
0	251
0	116
6	54
0	771
0	124
0	232
0	254
3	147
0	191
0	372
0	17
6	82
1	385
5	236
2	184
0	306
0	224
0	225
0	6
1	5
0	143
0	362
5	252
14	155
0	176
0	153
0	95
0	101
0	86
1	99
1	12
0	4
0	6
0	0
11	0
0	50
196	76
5	28
5	1
18	1936
24	1888
1	346
0	435
16	145
1	90
35	170
0	0
0	498
11	679
1	732
4	476
18	707
0	188
0	103
9	162
0	6
2	6
5	900
2	893
56	889
41	898
11	44
0	11
1	0
0	1741
30	2265
8	1843
12	1264
18	3639
0	2353
5	2854
0	3023
0	963
4	1398
2	264
8	348
2	304
12	519
0	792
33	94
4	219
20	26
1	107
7	204
0	214
1	204
0	213
0	195
0	207
3	196
0	187
0	188
0	13
0	186
0	197
0	200
0	82
199	609
1	297
38	473
19	13
18	320
0	136
0	7
15	21
2	195
0	186
10	199
0	84
5	59
1	0
0	0
0	0
1	2
0	0
0	2
1	682
12	3088
658	3772
8	203
15	42
0	0
0	2
28	761
0	491
324	731
6	112
116	439
89	285
2	0
0	2
0	0
0	861
28	600
0	799
0	698
1	807
3	27
1	109
0	113
1	0
0	0
215	1217
25	896
2	322
742	141
0	17
56	23
0	0
41	0
3	0
123	0
36	483
1	459
0	483
0	484
0	374
3	455
0	457
83	107
0	44
0	464
0	23
0	340
0	102
0	7
0	47
0	476
3	333
0	36
0	435
12	382
3	15
10	20
1	389
5	62
10	11
0	23
5	80
4	100
0	113
5	59
0	29
3	29
0	0
0	3
3	1
1	2
0	2
0	0
0	0
0	1
0	1
1	2
26	957
0	901
3	847
1	791
0	736
0	717
0	717
0	717
0	157
3	1
3	331
1	2344
0	2305
27	949
31	325
2	0
0	0
0	2
14	749
0	662
0	165
0	496
0	616
0	526
0	609
0	635
0	591
0	596
47	24
8	92
4	41
0	2
6	123
0	18
0	45
8	121
6	126
28	91
15	32
2	2
14	4
203	524
8	4
5	3
0	0
0	0
10	282
22	31
1	256
0	182
1	1636
9	1606
2	1389
11	746
2	3
2	236
1	112
0	69
14	191
9	57
15	61
3	144
14	300
2	224
13	220
16	119
0	0
0	3366
0	3838
0	4035
2	3518
2	3376
0	3905
0	3243
4	3211
0	3902
1	3374
0	2012
0	3425
0	3889
4	3812
0	3810
3	3664
0	3606
4	3061
5	3356
0	2928
3	3263
7	3209
0	2187
0	1855
44	481
11	1047
0	739
0	372
1	7
0	53
10	0
0	9
0	8
0	2
0	9
0	4
0	4
0	4
4	2
0	1
1	19
0	16
0	1
0	1
0	4
0	0
0	7
0	0
0	7
0	0
0	0
4	6
0	6
0	2
20	7
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	0
1	0
0	0
0	0
0	0
8	0
0	0
0	0
0	0
0	0
0	0
1	0
84	3138
1	275
15	8
0	28
1	27
2	25
7	3056
2	220
2	2784
0	442
3	648
0	465
3	646
110	647
12	776
5	746
2	523
17	340
1	238
4	360
0	30
0	2589
17	552
2	1877
54	1694
1	170
7	3
8	0
2	0
1	32
0	35
5	88
0	95
0	66
43	90
0	62
0	112
0	100
2	100
0	89
0	31
0	85
1	0
0	0
0	0
0	46
913	66
15	0
0	20
12	17
0	10
6	10
0	39
1	34
2	39
0	7
11	2
0	2
28	31
0	33
29	9
0	10
0	1
0	0
12	0
0	0
0	0
7	1395
0	214
11	1931
0	640
3	31
1	1174
3	557
166	957
2	294
2	455
0	479
0	379
0	351
0	93
0	25
0	16
2	18
1	3
0	0
0	4
0	4
0	4
0	4
0	2
0	2
0	2
0	0
0	0
7	378
0	304
0	226
1	39
8	6
9	5
3	9
2	38
2	112
19	29
8	0
1	17
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
3	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	1
0	0
0	8
0	7
0	8
0	7
0	0
0	7
0	1
0	0
0	0
0	1
0	7
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
87	236
1	236
0	231
0	46
1	12
0	34
20	158
0	0
0	49
0	49
0	31
0	10
0	21
1	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
43	204
0	204
34	221
28	221
43	9
3	121
0	47
2	19
0	2
0	93
0	63
1	21
0	5
0	2
0	0
0	2
0	2
0	0
0	0
0	1
0	0
0	5
0	0
1	0
0	3
0	1
0	0
0	0
0	61
0	8
0	188
0	199
0	245
1	439
0	162
0	7
0	284
0	9
0	283
0	306
5	333
0	321
0	129
0	192
0	233
1	204
0	218
2	303
0	168
0	24
0	75
0	16
0	221
1	204
6	25
0	196
2	5
0	0
4	0
0	0
0	0
0	20
1	13
0	17
2	2
1440	183
8	180
4	41
0	0
0	0
2	705
0	842
0	881
1	871
0	750
3	852
4	847
1	821
0	739
0	826
0	744
0	819
0	861
1	731
0	741
0	733
3	31
1	608
0	240
5	583
2	39
0	43
1	354
0	235
3	114
12	68
0	8
0	262
0	254
0	250
1	261
0	261
0	274
0	257
0	254
0	11
2	35
45	907
26	881
5	977
0	896
0	853
0	851
0	843
0	843
0	860
14	439
0	48
0	2
0	0
0	0
0	4
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
25	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	4
0	4
0	0
0	10
0	10
0	0
0	0
0	0
0	0
1	6
26	7
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	35
2	38
2	150
3	162
2	158
0	127
0	5
0	10
8	4
0	104
0	1
0	0
0	0
0	16
0	16
0	16
0	0
0	0
0	0
0	0
1	3
0	0
0	0
0	0
0	16
0	3
0	3
0	7
0	13
0	0
0	16
0	0
0	16
0	0
0	0
0	7
0	19
0	16
0	0
0	0
0	15
0	0
0	0
0	16
0	16
0	7
0	8
0	0
0	0
0	13
0	0
0	8
0	12
0	0
0	0
0	6
0	12
0	14
0	15
0	10
0	0
0	7
0	6
0	4
0	0
2	1837
5575	6597
232	6420
2	6267
0	3769
2	3041
0	1849
0	1840
2	0
111	33
110	489
0	48
58	30
67	417
1	0
5	0
1	66
14	48
613	2080
0	24
14	2056
18	837
12	19
1	13
4	18
0	0
10	0
0	233
3	233
0	217
0	217
5	217
0	197
0	197
0	112
0	0
6	0
6	0
0	4
0	0
311	56
0	50
0	12
0	70
14	60
0	7
0	7
0	13
0	0
0	0
0	26
0	21
0	0
0	29
0	10
0	20
0	18
1	12
0	4
0	0
0	0
0	25
0	36
0	44
16	60
0	34
0	39
1	40
0	27
0	17
0	8
0	28
0	8
0	7
1	22
0	16
0	1
0	17
0	14
0	14
2	17
0	0
9	191
1	227
0	234
0	234
0	234
0	195
0	234
2	234
0	234
0	229
1	237
0	237
0	237
0	237
0	228
0	124
0	177
3	56
0	8
0	33
0	10
0	13
0	0
0	12
0	12
0	9
0	9
0	8
0	0
1554	302
1	225
8	80
0	19
0	21
0	0
0	0
0	0
0	0
0	0
0	0
13	248
10	96
2	83
0	53
32	138
12	69
0	75
0	37
4	1320
214	1237
0	268
0	239
0	123
759	98
0	98
62	109
33	0
8	88
18	29
0	56
2	51
9	51
2	19
4	497
1	1704
0	1636
0	1050
1	1193
8	1372
0	1357
1	1476
4	1453
18	723
0	1081
0	1374
2	1546
1	853
6	1053
0	397
0	253
65	432
3	196
0	422
0	100
0	329
0	241
14	240
7	124
0	0
0	0
0	0
0	0
0	0
0	0
2	4
3	0
0	75
1	27
4	78
0	24
6	98
0	25
0	46
0	9
10	50
3	56
0	61
0	21
0	20
0	64
2	52
0	24
0	29
0	25
0	15
2	3
0	0
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2277	354
127	351
5	104
19	0
0	175
1	22
0	172
6	165
4	161
7	1
7	1
0	1
0	4
0	0
0	0
2	0
1	0
3	4
0	0
0	0
0	0
0	0
0	987
48	156
27	1522
1	823
77	1513
10	499
0	1450
0	1199
19	430
5	602
0	0
6	0
12	4
0	0
0	174
3656	2425
263	2111
4	1296
26	711
18	0
0	0
0	0
0	0
0	1
5	1
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	2463
14	2473
0	1809
1	1644
0	48
0	1031
6	989
0	57
41	1108
24	36
12	98
8	8
0	4
0	112
40	795
3	139
62	775
0	15
0	53
6	17
1	309
33	81
0	0
0	0
0	0
0	0
0	0
0	0
7	0
0	0
0	0
0	0
0	0
0	27310
222	21490
15	23327
8	24267
30	18868
0	5336
4	5447
0	4606
18	3473
0	3099
17	1255
0	847
0	877
31	2646
107	2840
34	7
0	0
1	0
0	0
2	29
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
12	3
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
3323	130
10	3
